county,AUN,LEA,SCHOOL CODE,SCHOOL,GRADUATE COUNT,COLLEGE BOUND,TOTAL COLLEGE BOUND %,2- OR 4-YEAR COLLEGE OR UNIVERSITY,2- OR 4-YEAR UNIVERSITY %,TOTAL POSTSECONDARY BOUND,TOTAL POSTSECONDARY BOUND %,NON-DEGREE-GRANTING POSTSECONDARY SCHOOL,NON-DEGREE-GRANTING POSTSECONDARY SCHOOL %,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION %
Adams,112011103,Bermudian Springs SD,0003,Bermudian Springs HS,148,85,57.43%,80,54.05%,85,57.43%,0,0.00%,5,3.38%
,,,9999,Bermudian Springs SD,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
,,Bermudian Springs SD,,,150,86,57.33%,81,54.00%,86,57.33%,0,0.00%,5,3.33%
,112011603,Conewago Valley SD,0017,New Oxford SHS,278,151,54.32%,151,54.32%,162,58.27%,11,3.96%,0,0.00%
,,Conewago Valley SD,,,278,151,54.32%,151,54.32%,162,58.27%,11,3.96%,0,0.00%
,112013054,Fairfield Area SD,6269,Fairfield Area HS,72,44,61.11%,43,59.72%,44,61.11%,0,0.00%,1,1.39%
,,,9999,Fairfield Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Fairfield Area SD,,,74,44,59.46%,43,58.11%,44,59.46%,0,0.00%,1,1.35%
,112013753,Gettysburg Area SD,6271,Gettysburg Area HS,246,170,69.11%,164,66.67%,176,71.54%,6,2.44%,6,2.44%
,,Gettysburg Area SD,,,246,170,69.11%,164,66.67%,176,71.54%,6,2.44%,6,2.44%
,112015203,Littlestown Area SD,0014,Littlestown SHS,143,70,48.95%,70,48.95%,79,55.24%,9,6.29%,0,0.00%
,,,9999,Littlestown Area SD,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Littlestown Area SD,,,151,70,46.36%,70,46.36%,79,52.32%,9,5.96%,0,0.00%
,112018523,Upper Adams SD,0021,Biglerville HS,102,55,53.92%,55,53.92%,60,58.82%,5,4.90%,0,0.00%
,,,9999,Upper Adams SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Upper Adams SD,,,104,55,52.88%,55,52.88%,60,57.69%,5,4.81%,0,0.00%
Adams,,,,,"1,003",576,57.43%,564,56.23%,607,60.52%,31,3.09%,12,1.20%
Allegheny,102020001,City CHS,7727,City CHS,86,62,72.09%,60,69.77%,67,77.91%,5,5.81%,2,2.33%
,,City CHS,,,86,62,72.09%,60,69.77%,67,77.91%,5,5.81%,2,2.33%
,102020003,The New Academy CS,7846,The New Academy CS,19,7,36.84%,7,36.84%,9,47.37%,2,10.53%,0,0.00%
,,The New Academy CS,,,19,7,36.84%,7,36.84%,9,47.37%,2,10.53%,0,0.00%
,102023080,Urban Pathways 6-12 CS,7562,Urban Pathways 6-12 CS,31,18,58.06%,17,54.84%,24,77.42%,6,19.35%,1,3.23%
,,,9999,Urban Pathways 6-12 CS,1,1,100.00%,0,0.00%,1,100.00%,0,0.00%,1,100.00%
,,Urban Pathways 6-12 CS,,,32,19,59.38%,17,53.13%,25,78.13%,6,18.75%,2,6.25%
,102023217,Passport Academy CS,8308,Passport Academy CS,15,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Passport Academy CS,,,15,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,102027451,Pittsburgh SD,0409,Pittsburgh Allderdice HS,363,247,68.04%,244,67.22%,252,69.42%,5,1.38%,3,0.83%
,,,0412,Pittsburgh Carrick HS,118,49,41.53%,46,38.98%,62,52.54%,13,11.02%,3,2.54%
,,,0416,Pittsburgh Perry HS,89,14,15.73%,12,13.48%,14,15.73%,0,0.00%,2,2.25%
,,,6047,Pittsburgh Oliver,13,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,6664,Pittsburgh Pioneer,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,6811,Pittsburgh Conroy,9,0,0.00%,0,0.00%,1,11.11%,1,11.11%,0,0.00%
,,,6915,Pittsburgh Brashear HS,248,2,0.81%,2,0.81%,2,0.81%,0,0.00%,0,0.00%
,,,8105,Pittsburgh Obama 6-12,111,5,4.50%,5,4.50%,5,4.50%,0,0.00%,0,0.00%
,,,8106,Pittsburgh CAPA 6-12,108,95,87.96%,95,87.96%,95,87.96%,0,0.00%,0,0.00%
,,,8107,Pittsburgh Science and Technology Academ,91,68,74.73%,68,74.73%,71,78.02%,3,3.30%,0,0.00%
,,,8110,Pittsburgh Milliones 6-12,58,4,6.90%,4,6.90%,5,8.62%,1,1.72%,0,0.00%
,,,8203,Academy at Westinghouse,70,3,4.29%,2,2.86%,3,4.29%,0,0.00%,1,1.43%
,,,8300,Pittsburgh Online Academy,29,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,9999,Pittsburgh SD,22,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Pittsburgh SD,,,"1,332",487,36.56%,478,35.89%,510,38.29%,23,1.73%,9,0.68%
,103020002,Propel CS-Homestead,7772,Propel CS-Homestead,36,24,66.67%,24,66.67%,26,72.22%,2,5.56%,0,0.00%
,,,9999,Propel CS-Homestead,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
,,Propel CS-Homestead,,,37,25,67.57%,25,67.57%,27,72.97%,2,5.41%,0,0.00%
,103020004,Propel CS-Montour,7832,Propel CS-Montour,38,27,71.05%,27,71.05%,33,86.84%,6,15.79%,0,0.00%
,,,9999,Propel CS-Montour,1,1,100.00%,0,0.00%,1,100.00%,0,0.00%,1,100.00%
,,Propel CS-Montour,,,39,28,71.79%,27,69.23%,34,87.18%,6,15.38%,1,2.56%
,103020603,Allegheny Valley SD,0029,Springdale JSHS,63,41,65.08%,34,53.97%,41,65.08%,0,0.00%,7,11.11%
,,Allegheny Valley SD,,,63,41,65.08%,34,53.97%,41,65.08%,0,0.00%,7,11.11%
,103020753,Avonworth SD,5199,Avonworth HS,129,102,79.07%,101,78.29%,104,80.62%,2,1.55%,1,0.78%
,,Avonworth SD,,,129,102,79.07%,101,78.29%,104,80.62%,2,1.55%,1,0.78%
,103021003,Pine-Richland SD,0315,Pine-Richland HS,383,327,85.38%,327,85.38%,333,86.95%,6,1.57%,0,0.00%
,,Pine-Richland SD,,,383,327,85.38%,327,85.38%,333,86.95%,6,1.57%,0,0.00%
,103021102,Baldwin-Whitehall SD,0050,Baldwin SHS,345,249,72.17%,249,72.17%,252,73.04%,3,0.87%,0,0.00%
,,,9999,Baldwin-Whitehall SD,4,0,0.00%,0,0.00%,1,25.00%,1,25.00%,0,0.00%
,,Baldwin-Whitehall SD,,,349,249,71.35%,249,71.35%,253,72.49%,4,1.15%,0,0.00%
,103021252,Bethel Park SD,0062,Bethel Park HS,349,268,76.79%,268,76.79%,268,76.79%,0,0.00%,0,0.00%
,,,9999,Bethel Park SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Bethel Park SD,,,351,268,76.35%,268,76.35%,268,76.35%,0,0.00%,0,0.00%
,103021453,Brentwood Borough SD,0070,Brentwood SHS,90,61,67.78%,58,64.44%,63,70.00%,2,2.22%,3,3.33%
,,,9999,Brentwood Borough SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Brentwood Borough SD,,,91,61,67.03%,58,63.74%,63,69.23%,2,2.20%,3,3.30%
,103021603,Carlynton SD,0079,Carlynton JSHS,88,47,53.41%,47,53.41%,47,53.41%,0,0.00%,0,0.00%
,,,9999,Carlynton SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Carlynton SD,,,89,47,52.81%,47,52.81%,47,52.81%,0,0.00%,0,0.00%
,103021752,Chartiers Valley SD,6706,Chartiers Valley HS,236,171,72.46%,166,70.34%,176,74.58%,5,2.12%,5,2.12%
,,,9999,Chartiers Valley SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Chartiers Valley SD,,,237,171,72.15%,166,70.04%,176,74.26%,5,2.11%,5,2.11%
,103021903,Clairton City SD,8094,Clairton MS/HS,37,14,37.84%,11,29.73%,14,37.84%,0,0.00%,3,8.11%
,,,9999,Clairton City SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Clairton City SD,,,39,14,35.90%,11,28.21%,14,35.90%,0,0.00%,3,7.69%
,103022103,Cornell SD,8087,Cornell HS,40,31,77.50%,31,77.50%,32,80.00%,1,2.50%,0,0.00%
,,Cornell SD,,,40,31,77.50%,31,77.50%,32,80.00%,1,2.50%,0,0.00%
,103022253,Deer Lakes SD,0513,Deer Lakes HS,145,101,69.66%,101,69.66%,106,73.10%,5,3.45%,0,0.00%
,,Deer Lakes SD,,,145,101,69.66%,101,69.66%,106,73.10%,5,3.45%,0,0.00%
,103022803,East Allegheny SD,8340,East Allegheny JSHS,93,57,61.29%,51,54.84%,58,62.37%,1,1.08%,6,6.45%
,,East Allegheny SD,,,93,57,61.29%,51,54.84%,58,62.37%,1,1.08%,6,6.45%
,103023153,Elizabeth Forward SD,0144,Elizabeth Forward SHS,144,93,64.58%,91,63.19%,97,67.36%,4,2.78%,2,1.39%
,,Elizabeth Forward SD,,,144,93,64.58%,91,63.19%,97,67.36%,4,2.78%,2,1.39%
,103023410,Spectrum CS,7648,Spectrum CS,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Spectrum CS,,,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,103023912,Fox Chapel Area SD,0156,Fox Chapel Area HS,323,274,84.83%,274,84.83%,276,85.45%,2,0.62%,0,0.00%
,,Fox Chapel Area SD,,,323,274,84.83%,274,84.83%,276,85.45%,2,0.62%,0,0.00%
,103024102,Gateway SD,0170,Gateway SHS,272,153,56.25%,148,54.41%,161,59.19%,8,2.94%,5,1.84%
,,,9999,Gateway SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Gateway SD,,,275,153,55.64%,148,53.82%,161,58.55%,8,2.91%,5,1.82%
,103024603,Hampton Township SD,5190,Hampton HS,241,199,82.57%,199,82.57%,200,82.99%,1,0.41%,0,0.00%
,,Hampton Township SD,,,241,199,82.57%,199,82.57%,200,82.99%,1,0.41%,0,0.00%
,103024753,Highlands SD,5153,Highlands SHS,182,100,54.95%,83,45.60%,106,58.24%,6,3.30%,17,9.34%
,,,9999,Highlands SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Highlands SD,,,185,100,54.05%,83,44.86%,106,57.30%,6,3.24%,17,9.19%
,103025002,Keystone Oaks SD,5112,Keystone Oaks HS,126,94,74.60%,93,73.81%,97,76.98%,3,2.38%,1,0.79%
,,Keystone Oaks SD,,,126,94,74.60%,93,73.81%,97,76.98%,3,2.38%,1,0.79%
,103026002,McKeesport Area SD,6105,McKeesport Area SHS,192,113,58.85%,111,57.81%,119,61.98%,6,3.13%,2,1.04%
,,McKeesport Area SD,,,192,113,58.85%,111,57.81%,119,61.98%,6,3.13%,2,1.04%
,103026303,Montour SD,5017,Montour HS,217,147,67.74%,146,67.28%,150,69.12%,3,1.38%,1,0.46%
,,,9999,Montour SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Montour SD,,,218,147,67.43%,146,66.97%,150,68.81%,3,1.38%,1,0.46%
,103026343,Moon Area SD,4951,Moon SHS,280,220,78.57%,220,78.57%,232,82.86%,12,4.29%,0,0.00%
,,,9999,Moon Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Moon Area SD,,,283,220,77.74%,220,77.74%,232,81.98%,12,4.24%,0,0.00%
,103026402,Mt Lebanon SD,0254,Mt Lebanon SHS,410,388,94.63%,387,94.39%,389,94.88%,1,0.24%,1,0.24%
,,Mt Lebanon SD,,,410,388,94.63%,387,94.39%,389,94.88%,1,0.24%,1,0.24%
,103026852,North Allegheny SD,8305,North Allegheny HS,635,577,90.87%,577,90.87%,579,91.18%,2,0.31%,0,0.00%
,,,9999,North Allegheny SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,North Allegheny SD,,,641,577,90.02%,577,90.02%,579,90.33%,2,0.31%,0,0.00%
,103026873,Northgate SD,0053,Northgate MSHS,50,30,60.00%,30,60.00%,31,62.00%,1,2.00%,0,0.00%
,,,9999,Northgate SD,3,1,33.33%,1,33.33%,1,33.33%,0,0.00%,0,0.00%
,,Northgate SD,,,53,31,58.49%,31,58.49%,32,60.38%,1,1.89%,0,0.00%
,103026902,North Hills SD,7101,North Hills SHS,314,232,73.89%,228,72.61%,244,77.71%,12,3.82%,4,1.27%
,,North Hills SD,,,314,232,73.89%,228,72.61%,244,77.71%,12,3.82%,4,1.27%
,103027352,Penn Hills SD,0309,Penn Hills SHS,269,73,27.14%,72,26.77%,76,28.25%,3,1.12%,1,0.37%
,,Penn Hills SD,,,269,73,27.14%,72,26.77%,76,28.25%,3,1.12%,1,0.37%
,103027503,Plum Borough SD,0435,Plum SHS,287,197,68.64%,186,64.81%,212,73.87%,15,5.23%,11,3.83%
,,,9999,Plum Borough SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Plum Borough SD,,,289,197,68.17%,186,64.36%,212,73.36%,15,5.19%,11,3.81%
,103027753,Quaker Valley SD,0448,Quaker Valley HS,156,117,75.00%,116,74.36%,118,75.64%,1,0.64%,1,0.64%
,,,9999,Quaker Valley SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Quaker Valley SD,,,159,117,73.58%,116,72.96%,118,74.21%,1,0.63%,1,0.63%
,103028203,Riverview SD,6928,Riverview JSHS,55,44,80.00%,44,80.00%,44,80.00%,0,0.00%,0,0.00%
,,,9999,Riverview SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Riverview SD,,,59,44,74.58%,44,74.58%,44,74.58%,0,0.00%,0,0.00%
,103028302,Shaler Area SD,0460,Shaler Area HS,284,205,72.18%,197,69.37%,210,73.94%,5,1.76%,8,2.82%
,,,9999,Shaler Area SD,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Shaler Area SD,,,292,205,70.21%,197,67.47%,210,71.92%,5,1.71%,8,2.74%
,103028425,Westinghouse Arts Academy CS,8392,Westinghouse Arts Academy CS,52,29,55.77%,24,46.15%,29,55.77%,0,0.00%,5,9.62%
,,Westinghouse Arts Academy CS,,,52,29,55.77%,24,46.15%,29,55.77%,0,0.00%,5,9.62%
,103028653,South Allegheny SD,8459,South Allegheny HS,103,51,49.51%,49,47.57%,51,49.51%,0,0.00%,2,1.94%
,,,9999,South Allegheny SD,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
,,South Allegheny SD,,,105,52,49.52%,50,47.62%,52,49.52%,0,0.00%,2,1.90%
,103028703,South Fayette Township SD,0470,South Fayette Twp HS,254,224,88.19%,224,88.19%,233,91.73%,9,3.54%,0,0.00%
,,,9999,South Fayette Township SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,South Fayette Township SD,,,257,224,87.16%,224,87.16%,233,90.66%,9,3.50%,0,0.00%
,103028753,South Park SD,0467,South Park SHS,141,87,61.70%,86,60.99%,87,61.70%,0,0.00%,1,0.71%
,,,9999,South Park SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,South Park SD,,,144,87,60.42%,86,59.72%,87,60.42%,0,0.00%,1,0.69%
,103028833,Steel Valley SD,0196,Steel Valley SHS,90,35,38.89%,35,38.89%,36,40.00%,1,1.11%,0,0.00%
,,,9999,Steel Valley SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Steel Valley SD,,,92,35,38.04%,35,38.04%,36,39.13%,1,1.09%,0,0.00%
,103028853,Sto-Rox SD,0477,Sto-Rox JSHS,66,33,50.00%,29,43.94%,33,50.00%,0,0.00%,4,6.06%
,,,9999,Sto-Rox SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Sto-Rox SD,,,67,33,49.25%,29,43.28%,33,49.25%,0,0.00%,4,5.97%
,103029203,Upper Saint Clair SD,0492,Upper Saint Clair HS,376,342,90.96%,342,90.96%,352,93.62%,10,2.66%,0,0.00%
,,,9999,Upper Saint Clair SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Upper Saint Clair SD,,,379,342,90.24%,342,90.24%,352,92.88%,10,2.64%,0,0.00%
,103029403,West Allegheny SD,0509,West Allegheny SHS,251,204,81.27%,197,78.49%,204,81.27%,0,0.00%,7,2.79%
,,West Allegheny SD,,,251,204,81.27%,197,78.49%,204,81.27%,0,0.00%,7,2.79%
,103029553,West Jefferson Hills SD,0523,Thomas Jefferson HS,218,156,71.56%,153,70.18%,157,72.02%,1,0.46%,3,1.38%
,,,9999,West Jefferson Hills SD,3,2,66.67%,2,66.67%,2,66.67%,0,0.00%,0,0.00%
,,West Jefferson Hills SD,,,221,158,71.49%,155,70.14%,159,71.95%,1,0.45%,3,1.36%
,103029603,West Mifflin Area SD,0536,West Mifflin Area HS,220,134,60.91%,131,59.55%,139,63.18%,5,2.27%,3,1.36%
,,,9999,West Mifflin Area SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,West Mifflin Area SD,,,226,134,59.29%,131,57.96%,139,61.50%,5,2.21%,3,1.33%
,103029803,Wilkinsburg Borough SD,9999,Wilkinsburg Borough SD,14,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Wilkinsburg Borough SD,,,14,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,103029902,Woodland Hills SD,0107,Woodland Hills HS,221,134,60.63%,134,60.63%,151,68.33%,17,7.69%,0,0.00%
,,,9999,Woodland Hills SD,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Woodland Hills SD,,,229,134,58.52%,134,58.52%,151,65.94%,17,7.42%,0,0.00%
,115220003,Pennsylvania Distance Learning CS,7821,Pennsylvania Distance Learning CS,69,37,53.62%,36,52.17%,39,56.52%,2,2.90%,1,1.45%
,,Pennsylvania Distance Learning CS,,,69,37,53.62%,36,52.17%,39,56.52%,2,2.90%,1,1.45%
,160028259,Propel CS-Braddock Hills,8129,Propel CS-Braddock Hills,59,37,62.71%,34,57.63%,46,77.97%,9,15.25%,3,5.08%
