Percent Of Enrollments from Low-Income Families,,,,,,,,,
,,,,,,,,,
School Level,,,,,,,,,
Year: 2021-2022,,,,,,,,,
SUBMITTING AUN,LEA NAME,LEA TYPE,SCHOOL NUMBER,SCHOOL NAME,TOTAL ENROLLMENT,LOW INCOME ENROLLMENT,PERCENT OF ENROLLMENT FROM LOW INCOME FAMILIES,,
114067002,Reading SD,SD,0844,Glenside El Sch,314,312,99.4%,,
114067002,Reading SD,SD,0852,Lauers Park El Sch,569,547,96.1%,,
114067002,Reading SD,SD,8247,Millmont El Sch,553,522,94.4%,,
114067002,Reading SD,SD,0858,Northeast MS,979,898,91.7%,,
114067002,Reading SD,SD,5206,Northwest El Sch,558,555,99.5%,,
114067002,Reading SD,SD,0856,Northwest MS,928,888,95.7%,,
114067002,Reading SD,SD,8116,Reading SHS,5509,5242,95.2%,,
114067002,Reading SD,SD,0845,Riverside El Sch,712,672,94.4%,,
114067002,Reading SD,SD,5028,Sixteenth & Haak El Sch,484,446,92.1%,,
114067002,Reading SD,SD,0855,Southern MS,774,766,99.0%,,
114067002,Reading SD,SD,8457,Southwest MS,678,644,95.0%,,
114067002,Reading SD,SD,5026,Tenth & Green El Sch,558,538,96.4%,,
114067002,Reading SD,SD,7484,Tenth & Penn El Sch,346,335,96.8%,,
114067002,Reading SD,SD,5027,Thirteenth & Green El Sch,510,481,94.3%,,
114067002,Reading SD,SD,0832,Thirteenth & Union El Sch,614,550,89.6%,,
114067002,Reading SD,SD,5025,Twelfth & Marion El Sch,539,505,93.7%,,
114067002,Reading SD,SD,0831,Tyson-Schoener El Sch,449,436,97.1%,,
112675503,Red Lion Area SD,SD,6837,Clearview El Sch,333,146,43.8%,,
112675503,Red Lion Area SD,SD,8050,Larry J. Macaluso El Sch,694,269,38.8%,,
112675503,Red Lion Area SD,SD,4593,Locust Grove El Sch,410,85,20.7%,,
112675503,Red Lion Area SD,SD,4595,Mazie Gable El Sch,510,334,65.5%,,
112675503,Red Lion Area SD,SD,4589,N Hopewell-Winterstown El Sch,241,85,35.3%,,
112675503,Red Lion Area SD,SD,5362,Pleasant View El Sch,413,172,41.6%,,
112675503,Red Lion Area SD,SD,4597,Red Lion Area JHS,828,351,42.4%,,
112675503,Red Lion Area SD,SD,4598,Red Lion Area SHS,1479,519,35.1%,,
106168003,Redbank Valley SD,SD,1495,Redbank Valley HS,567,13,2.3%,,
106168003,Redbank Valley SD,SD,8168,Redbank Valley Intrmd Sch,231,124,53.7%,,
106168003,Redbank Valley SD,SD,8169,Redbank Valley Primary School,198,59,29.8%,,
124153350,Renaissance Academy CS,CS,7636,Renaissance Academy CS,1098,326,29.7%,,
104435303,Reynolds SD,SD,3164,Reynolds El Sch,521,213,40.9%,,
104435303,Reynolds SD,SD,3165,Reynolds JSHS,458,217,47.4%,,
126510008,Richard Allen Preparatory CS,CS,7684,Richard Allen Preparatory CS,425,425,100.0%,,
108116503,Richland SD,SD,1278,Richland El Sch,787,246,31.3%,,
108116503,Richland SD,SD,7941,Richland HS,718,211,29.4%,,
109246003,Ridgway Area SD,SD,7413,Francis S Grandinetti El Sch,349,181,51.9%,,
109246003,Ridgway Area SD,SD,1989,Ridgway Area HS,231,94,40.7%,,
109246003,Ridgway Area SD,SD,6805,Ridgway Area MS,185,83,44.9%,,
125237702,Ridley SD,SD,1925,Amosland El Sch,435,156,35.9%,,
125237702,Ridley SD,SD,5043,Eddystone El Sch,221,177,80.1%,,
125237702,Ridley SD,SD,1926,Edgewood El Sch,352,144,40.9%,,
125237702,Ridley SD,SD,1928,Grace Park El Sch,353,91,25.8%,,
125237702,Ridley SD,SD,4705,Lakeview El Sch,395,147,37.2%,,
125237702,Ridley SD,SD,1930,Leedom El Sch,259,111,42.9%,,
125237702,Ridley SD,SD,1934,Ridley HS,1852,700,37.8%,,
125237702,Ridley SD,SD,7218,Ridley MS,1313,569,43.3%,,
125237702,Ridley SD,SD,1932,Woodlyn El Sch,287,200,69.7%,,
101637002,Ringgold SD,SD,4268,Ringgold El Sch North,397,153,38.5%,,
101637002,Ringgold SD,SD,8197,Ringgold El Sch South,574,329,57.3%,,
101637002,Ringgold SD,SD,8103,Ringgold MS,810,359,44.3%,,
101637002,Ringgold SD,SD,7019,Ringgold SHS,838,385,45.9%,,
127045853,Riverside Beaver County SD,SD,8189,Riverside El Sch,641,265,41.3%,,
127045853,Riverside Beaver County SD,SD,0700,Riverside HS,464,174,37.5%,,
127045853,Riverside Beaver County SD,SD,8188,Riverside MS,307,117,38.1%,,
119357003,Riverside SD,SD,5093,Riverside El Sch East,450,250,55.6%,,
119357003,Riverside SD,SD,6748,Riverside El Sch West,357,115,32.2%,,
119357003,Riverside SD,SD,2496,Riverside JSHS,706,352,49.9%,,
106000000,Riverview IU 6,IU,0000,Riverview IU 6,108,63,58.3%,,
103028203,Riverview SD,SD,6928,Riverview JSHS,402,138,34.3%,,
103028203,Riverview SD,SD,0295,Tenth Street El Sch,338,28,8.3%,,
103028203,Riverview SD,SD,6109,Verner El Sch,176,50,28.4%,,
105252920,Robert Benjamin Wiley Community CS,CS,7532,Robert Benjamin Wiley Community CS,540,506,93.7%,,
121393330,Roberto Clemente CS,CS,8401,Roberto Clemente CS,620,614,99.0%,,
127046903,Rochester Area SD,SD,7333,Rochester Area El Sch,336,232,69.0%,,
127046903,Rochester Area SD,SD,8000,Rochester High School,210,143,68.1%,,
127046903,Rochester Area SD,SD,8279,Rochester MS,163,108,66.3%,,
108566303,Rockwood Area SD,SD,6209,Rockwood Area El Sch,294,147,50.0%,,
108566303,Rockwood Area SD,SD,6210,Rockwood Area JSHS,351,143,40.7%,,
125237903,Rose Tree Media SD,SD,1940,Glenwood El Sch,516,55,10.7%,,
125237903,Rose Tree Media SD,SD,7365,Indian Lane El Sch,477,54,11.3%,,
125237903,Rose Tree Media SD,SD,6514,Media El Sch,490,52,10.6%,,
125237903,Rose Tree Media SD,SD,1942,Penncrest HS,1218,185,15.2%,,
125237903,Rose Tree Media SD,SD,1937,Rose Tree El Sch,426,43,10.1%,,
125237903,Rose Tree Media SD,SD,6625,Springton Lake MS,936,127,13.6%,,
126510001,Russell Byers CS,CS,7677,Russell Byers CS,699,680,97.3%,,
129546803,Saint Clair Area SD,SD,3930,Saint Clair Area El/MS,527,304,57.7%,,
109248003,Saint Marys Area SD,SD,1978,Bennetts Valley El Sch,84,43,51.2%,,
109248003,Saint Marys Area SD,SD,1991,Fox Twp El Sch,175,71,40.6%,,
109248003,Saint Marys Area SD,SD,6697,South St Marys Street El Sch,583,268,46.0%,,
109248003,Saint Marys Area SD,SD,1992,St Marys Area MS,409,176,43.0%,,
109248003,Saint Marys Area SD,SD,5169,St Marys Area SHS,631,223,35.3%,,
121395603,Salisbury Township SD,SD,6864,Salisbury El Sch,490,167,34.1%,,
121395603,Salisbury Township SD,SD,5365,Salisbury MS,473,165,34.9%,,
121395603,Salisbury Township SD,SD,2833,Salisbury SHS,516,164,31.8%,,
108567004,Salisbury-Elk Lick SD,SD,6818,Salisbury-Elk Lick El Sch,135,60,44.4%,,
108567004,Salisbury-Elk Lick SD,SD,4002,Salisbury-Elk Lick JSHS,125,57,45.6%,,
114514135,Sankofa Freedom Academy CS,CS,8083,Sankofa Freedom Academy CS,640,498,77.8%,,
120486003,Saucon Valley SD,SD,3485,Saucon Valley El Sch,659,177,26.9%,,
120486003,Saucon Valley SD,SD,7210,Saucon Valley MS,659,183,27.8%,,
120486003,Saucon Valley SD,SD,5352,Saucon Valley SHS,694,178,25.6%,,
117086003,Sayre Area SD,SD,0965,Sayre Area HS,472,219,46.4%,,
117086003,Sayre Area SD,SD,6713,Snyder El Sch,495,248,50.1%,,
122093140,School Lane CS,CS,7568,School Lane CS,1350,494,36.6%,,
129547303,Schuylkill Haven Area SD,SD,7331,Schuylkill Haven El Ctr,429,193,45.0%,,
129547303,Schuylkill Haven Area SD,SD,3935,Schuylkill Haven MS,264,115,43.6%,,
129547303,Schuylkill Haven Area SD,SD,5264,Schuylkill Haven SHS,467,197,42.2%,,
129000000,Schuylkill IU 29,IU,0000,Schuylkill IU 29,153,94,61.4%,,
129546907,Schuylkill Technology Centers,CTC,6587,Schuylkill Technology Centers-North Camp,173,94,54.3%,,
129546907,Schuylkill Technology Centers,CTC,7066,Schuylkill Technology Centers-South Camp,195,107,54.9%,,
114067503,Schuylkill Valley SD,SD,7429,Schuylkill Valley El Sch,772,233,30.2%,,
114067503,Schuylkill Valley SD,SD,0864,Schuylkill Valley HS,688,213,31.0%,,
114067503,Schuylkill Valley SD,SD,6888,Schuylkill Valley MS,692,222,32.1%,,
119357402,Scranton SD,SD,5149,Charles Sumner #18,287,246,85.7%,,
119357402,Scranton SD,SD,2474,Frances Willard #32,399,328,82.2%,,
119357402,Scranton SD,SD,2481,Isaac Tripp El Sch,809,613,75.8%,,
119357402,Scranton SD,SD,2455,John Adams #4,188,164,87.2%,,
119357402,Scranton SD,SD,4736,John F. Kennedy #7,331,292,88.2%,,
119357402,Scranton SD,SD,4858,John G Whittier #2,448,353,78.8%,,
119357402,Scranton SD,SD,6970,McNichols Plaza,349,287,82.2%,,
119357402,Scranton SD,SD,5232,Neil Armstrong #40,445,334,75.1%,,
119357402,Scranton SD,SD,7700,Northeast Intrmd Sch,1034,821,79.4%,,
119357402,Scranton SD,SD,4952,Robert Morris #27,201,137,68.2%,,
119357402,Scranton SD,SD,6413,Scranton HS,1602,1138,71.0%,,
119357402,Scranton SD,SD,2487,South Scranton Intrmd Sch,872,728,83.5%,,
119357402,Scranton SD,SD,2489,West Scranton HS,1343,950,70.7%,,
119357402,Scranton SD,SD,6791,West Scranton Intrmd Sch,724,513,70.9%,,
119357402,Scranton SD,SD,4857,William Prescott #38,231,164,71.0%,,
116557103,Selinsgrove Area SD,SD,3968,Selinsgrove Area El Sch,521,191,36.7%,,
116557103,Selinsgrove Area SD,SD,3969,Selinsgrove Area HS,825,259,31.4%,,
116557103,Selinsgrove Area SD,SD,6817,Selinsgrove Area MS,544,198,36.4%,,
116557103,Selinsgrove Area SD,SD,7507,Selinsgrove Intrmd Sch,523,222,42.4%,,
109420107,Seneca Highlands Career and Technical Ce,CTC,7013,Seneca Highlands Career and Technical Ce,327,183,56.0%,,
109000000,Seneca Highlands IU 9,IU,0000,Seneca Highlands IU 9,404,186,46.0%,,
104107903,Seneca Valley SD,SD,1178,Connoquenessing Valley El Sch,799,113,14.1%,,
104107903,Seneca Valley SD,SD,1180,Evans City El Sch,569,122,21.4%,,
104107903,Seneca Valley SD,SD,7488,Evans City MS,484,115,23.8%,,
104107903,Seneca Valley SD,SD,4907,Haine El Sch,882,178,20.2%,,
104107903,Seneca Valley SD,SD,7489,Haine MS,591,92,15.6%,,
104107903,Seneca Valley SD,SD,1179,Rowan El Sch,555,47,8.5%,,
104107903,Seneca Valley SD,SD,5311,Ryan Gloyer MS,1188,244,20.5%,,
104107903,Seneca Valley SD,SD,8318,Seneca Valley HS,2313,435,18.8%,,
188392660,Seven Generations CS,CS,8084,Seven Generations CS,341,125,36.7%,,
108567204,Shade-Central City SD,SD,6594,Cairnbrook El Sch,161,121,75.2%,,
108567204,Shade-Central City SD,SD,4006,Shade JSHS,196,184,93.9%,,
103028302,Shaler Area SD,SD,4696,Burchfield Primary Sch,354,82,23.2%,,
103028302,Shaler Area SD,SD,5101,Marzolf Primary Sch,296,122,41.2%,,
103028302,Shaler Area SD,SD,4843,Reserve Primary Sch,141,71,50.4%,,
103028302,Shaler Area SD,SD,0458,Scott Primary Sch,376,95,25.3%,,
103028302,Shaler Area SD,SD,8001,Shaler Area El Sch,869,343,39.5%,,
103028302,Shaler Area SD,SD,0460,Shaler Area HS,1258,468,37.2%,,
103028302,Shaler Area SD,SD,8002,Shaler Area MS,589,238,40.4%,,
116496503,Shamokin Area SD,SD,7009,Shamokin Area El Sch,806,449,55.7%,,
116496503,Shamokin Area SD,SD,7893,Shamokin Area HS,717,365,50.9%,,
116496503,Shamokin Area SD,SD,8283,Shamokin Area Intermediate Sch,352,234,66.5%,,
116496503,Shamokin Area SD,SD,7892,Shamokin Area MS,337,188,55.8%,,
108567404,Shanksville-Stonycreek SD,SD,7397,Shanksville-Stonycreek El Sch,132,59,44.7%,,
108567404,Shanksville-Stonycreek SD,SD,6800,Shanksville-Stonycreek HS,86,27,31.4%,,
108567404,Shanksville-Stonycreek SD,SD,7398,Shanksville-Stonycreek MS,62,21,33.9%,,
104435603,Sharon City SD,SD,3173,Case Avenue El Sch,504,382,75.8%,,
104435603,Sharon City SD,SD,3170,Musser El Sch,307,300,97.7%,,
104435603,Sharon City SD,SD,8093,Sharon HS,535,361,67.5%,,
104435603,Sharon City SD,SD,8092,Sharon MS,291,227,78.0%,,
104435603,Sharon City SD,SD,3171,West Hill El Sch,245,215,87.8%,,
104435703,Sharpsville Area SD,SD,7705,Sharpsville Area El Sch,418,226,54.1%,,
104435703,Sharpsville Area SD,SD,7387,Sharpsville Area MS,255,146,57.3%,,
104435703,Sharpsville Area SD,SD,3124,Sharpsville Area SHS,393,214,54.5%,,
129547203,Shenandoah Valley SD,SD,3938,Shenandoah Valley El Sch,615,469,76.3%,,
129547203,Shenandoah Valley SD,SD,3940,Shenandoah Valley JSHS,469,338,72.1%,,
104376203,Shenango Area SD,SD,2706,Shenango El Sch,562,235,41.8%,,
104376203,Shenango Area SD,SD,2708,Shenango HS,489,183,37.4%,,
116496603,Shikellamy SD,SD,7741,Chief Shikellamy Sch,624,361,57.9%,,
116496603,Shikellamy SD,SD,3567,Oaklyn Sch,408,256,62.7%,,
116496603,Shikellamy SD,SD,3549,Priestley Sch,274,138,50.4%,,
116496603,Shikellamy SD,SD,3569,Shikellamy HS,904,430,47.6%,,
116496603,Shikellamy SD,SD,8372,Shikellamy MS,705,372,52.8%,,
115218003,Shippensburg Area SD,SD,1724,Grace B Luhrs Univ Elem,130,35,26.9%,,
115218003,Shippensburg Area SD,SD,7925,James Burd El Sch,459,221,48.1%,,
115218003,Shippensburg Area SD,SD,7924,Nancy Grayson El Sch,463,217,46.9%,,
115218003,Shippensburg Area SD,SD,1729,Shippensburg Area MS,780,381,48.8%,,
115218003,Shippensburg Area SD,SD,5221,Shippensburg Area SHS,1065,416,39.1%,,
115218003,Shippensburg Area SD,SD,7921,Shippensburg Intrm Sch,472,238,50.4%,,
104107503,Slippery Rock Area SD,SD,1169,Moraine El Sch,348,145,41.7%,,
104107503,Slippery Rock Area SD,SD,1171,Slippery Rock Area El Sch,443,165,37.2%,,
104107503,Slippery Rock Area SD,SD,1172,Slippery Rock Area HS,624,223,35.7%,,
104107503,Slippery Rock Area SD,SD,6647,Slippery Rock Area MS,457,159,34.8%,,
109427503,Smethport Area SD,SD,3116,Smethport Area El Sch,401,260,64.8%,,
109427503,Smethport Area SD,SD,3117,Smethport Area JSHS,362,178,49.2%,,
113367003,Solanco SD,SD,2656,Bart-Colerain El Sch,197,84,42.6%,,
113367003,Solanco SD,SD,7354,Clermont El Sch,407,177,43.5%,,
113367003,Solanco SD,SD,2654,Providence El Sch,322,157,48.8%,,
113367003,Solanco SD,SD,2655,Quarryville El Sch,373,152,40.8%,,
113367003,Solanco SD,SD,2657,Smith MS,403,183,45.4%,,
113367003,Solanco SD,SD,2658,Solanco HS,1086,393,36.2%,,
113367003,Solanco SD,SD,5054,Swift MS,318,120,37.7%,,
108567703,Somerset Area SD,SD,7481,Eagle View El Sch,408,216,52.9%,,
108567703,Somerset Area SD,SD,4009,Maple Ridge El Sch,524,269,51.3%,,
108567703,Somerset Area SD,SD,8274,Somerset Area Jr-Sr HS,1086,508,46.8%,,
108567807,Somerset County Technology Center,CTC,6660,Somerset County Technology Center,468,289,61.8%,,
123467103,Souderton Area SD,SD,3357,E M Crouthamel El Sch,320,145,45.3%,,
123467103,Souderton Area SD,SD,3266,Franconia El Sch,427,120,28.1%,,
123467103,Souderton Area SD,SD,8062,Indian Crest MS,699,215,30.8%,,
123467103,Souderton Area SD,SD,4722,Indian Valley MS,796,118,14.8%,,
123467103,Souderton Area SD,SD,7262,Oak Ridge El Sch,429,77,17.9%,,
123467103,Souderton Area SD,SD,8282,Salford Hills El Sch,417,45,10.8%,,
123467103,Souderton Area SD,SD,3354,Souderton Area SHS,2088,448,21.5%,,
123467103,Souderton Area SD,SD,7752,Vernfield El Sch,493,95,19.3%,,
123467103,Souderton Area SD,SD,4900,West Broad Street El Sch,396,88,22.2%,,
123463370,Souderton CS Collaborative,CS,7638,Souderton CS Collaborative,226,30,13.3%,,
103028653,South Allegheny SD,SD,7751,South Allegheny El Sch,616,367,59.6%,,
103028653,South Allegheny SD,SD,8459,South Allegheny HS,502,264,52.6%,,
103028653,South Allegheny SD,SD,8460,South Allegheny MS,305,179,58.7%,,
104107803,South Butler County SD,SD,1177,Knoch HS,720,193,26.8%,,
104107803,South Butler County SD,SD,7460,Knoch MS,503,155,30.8%,,
104107803,South Butler County SD,SD,7718,South Butler Intermediate EL Sch,277,82,29.6%,,
104107803,South Butler County SD,SD,7717,South Butler Primary Sch,523,177,33.8%,,
112676203,South Eastern SD,SD,4599,Delta-Peach Bottom El Sch,280,114,40.7%,,
112676203,South Eastern SD,SD,4601,Fawn Area El Sch,230,80,34.8%,,
112676203,South Eastern SD,SD,4602,Kennard-Dale HS,710,202,28.5%,,
112676203,South Eastern SD,SD,6832,South Eastern Intrmd Sch,406,111,27.3%,,
112676203,South Eastern SD,SD,7699,South Eastern MS,409,116,28.4%,,
112676203,South Eastern SD,SD,4600,Stewartstown El Sch,404,108,26.7%,,
103028703,South Fayette Township SD,SD,8263,South Fayette Intermediate Sch,799,88,11.0%,,
103028703,South Fayette Township SD,SD,7490,South Fayette MS,822,96,11.7%,,
103028703,South Fayette Township SD,SD,0468,South Fayette Twp El Sch,722,93,12.9%,,
103028703,South Fayette Township SD,SD,0470,South Fayette Twp HS,1094,115,10.5%,,
115218303,South Middleton SD,SD,6328,Boiling Springs HS,698,178,25.5%,,
115218303,South Middleton SD,SD,8402,Iron Forge El Sch,478,152,31.8%,,
115218303,South Middleton SD,SD,1730,W.G. Rice El Sch,413,144,34.9%,,
115218303,South Middleton SD,SD,7611,Yellow Breeches MS,496,147,29.6%,,
112289998,South Mountain Secure Trmnt Unit,SJCI,7527,South Mountain Secure Trmnt Un,12,12,100.0%,,
103028753,South Park SD,SD,7682,South Park Elem Center,686,205,29.9%,,
103028753,South Park SD,SD,6906,South Park MS,538,146,27.1%,,
103028753,South Park SD,SD,0467,South Park SHS,562,134,23.8%,,
127047404,South Side Area SD,SD,6568,South Side El Sch,446,156,35.0%,,
127047404,South Side Area SD,SD,0714,South Side HS,317,107,33.8%,,
127047404,South Side Area SD,SD,6937,South Side MS,203,57,28.1%,,
112676403,South Western SD,SD,4603,Baresville El Sch,517,216,41.8%,,
112676403,South Western SD,SD,6641,Emory H Markle MS,1056,332,31.4%,,
112676403,South Western SD,SD,4605,Manheim El Sch,265,78,29.4%,,
112676403,South Western SD,SD,4606,Park Hills El Sch,516,203,39.3%,,
112676403,South Western SD,SD,4608,South Western SHS,1274,364,28.6%,,
112676403,South Western SD,SD,4607,West Manheim El Sch,618,169,27.3%,,
117416103,South Williamsport Area SD,SD,3054,Central El Sch,465,237,51.0%,,
117416103,South Williamsport Area SD,SD,7719,Rommelt El Sch,172,87,50.6%,,
117416103,South Williamsport Area SD,SD,3056,South Williamsport Area JSHS,571,227,39.8%,,
125238402,Southeast Delco SD,SD,6516,Academy Park HS,1329,1090,82.0%,,
125238402,Southeast Delco SD,SD,1861,Darby Twp Sch,651,522,80.2%,,
125238402,Southeast Delco SD,SD,6505,Delcroft Sch,599,470,78.5%,,
125238402,Southeast Delco SD,SD,6501,Harris Sch,671,550,82.0%,,
125238402,Southeast Delco SD,SD,1943,Sharon Hill Sch,564,453,80.3%,,
125238402,Southeast Delco SD,SD,7946,Southeast Delco Kindergarten Center,241,169,70.1%,,
101306503,Southeastern Greene SD,SD,2271,Bobtown El Sch,312,201,64.4%,,
101306503,Southeastern Greene SD,SD,2284,Mapletown JSHS,273,163,59.7%,,
116197503,Southern Columbia Area SD,SD,6900,Hartman El Ctr,441,153,34.7%,,
116197503,Southern Columbia Area SD,SD,1627,Southern Columbia HS,379,79,20.8%,,
116197503,Southern Columbia Area SD,SD,7668,Southern Columbia MS,420,121,28.8%,,
111297504,Southern Fulton SD,SD,7391,Southern Fulton El Sch,363,1,0.3%,,
111297504,Southern Fulton SD,SD,2253,Southern Fulton JSHS,325,25,7.7%,,
111317503,Southern Huntingdon County SD,SD,2309,Rockhill El Sch,172,80,46.5%,,
111317503,Southern Huntingdon County SD,SD,2310,Shade Gap El Sch,115,32,27.8%,,
111317503,Southern Huntingdon County SD,SD,2313,Southern Huntingdon Co HS/MS,622,261,42.0%,,
111317503,Southern Huntingdon County SD,SD,2312,Spring Farms El Sch,190,83,43.7%,,
121395703,Southern Lehigh SD,SD,8072,Hopewell El Sch,435,33,7.6%,,
121395703,Southern Lehigh SD,SD,8073,Liberty Bell El Sch,407,33,8.1%,,
121395703,Southern Lehigh SD,SD,8075,Southern Lehigh Intermediate Sch,687,74,10.8%,,
121395703,Southern Lehigh SD,SD,4808,Southern Lehigh MS,519,82,15.8%,,
121395703,Southern Lehigh SD,SD,2839,Southern Lehigh SHS,1058,168,15.9%,,
117597003,Southern Tioga SD,SD,4070,Blossburg El Sch,218,127,58.3%,,
117597003,Southern Tioga SD,SD,4062,Liberty El Sch,166,91,54.8%,,
117597003,Southern Tioga SD,SD,4064,North Penn-Liberty JSHS,235,99,42.1%,,
117597003,Southern Tioga SD,SD,4068,North Penn-Mansfield JSHS,562,296,52.7%,,
117597003,Southern Tioga SD,SD,4839,Warren L Miller El Sch,498,259,52.0%,,
112676503,Southern York County SD,SD,4613,Friendship El Sch,404,134,33.2%,,
112676503,Southern York County SD,SD,7556,Shrewsbury El Sch,502,101,20.1%,,
112676503,Southern York County SD,SD,6692,Southern El Sch,527,118,22.4%,,
112676503,Southern York County SD,SD,6286,Southern MS,470,114,24.3%,,
112676503,Southern York County SD,SD,4614,Susquehannock HS,964,217,22.5%,,
107657503,Southmoreland SD,SD,6932,Southmoreland El Sch,551,294,53.4%,,
107657503,Southmoreland SD,SD,8102,Southmoreland MS,425,233,54.8%,,
107657503,Southmoreland SD,SD,7978,Southmoreland Primary Center,270,174,64.4%,,
107657503,Southmoreland SD,SD,6191,Southmoreland SHS,572,274,47.9%,,
108515107,Southwest Leadership Academy CS,CS,7960,Southwest Leadership Academy CS,739,737,99.7%,,
103023410,Spectrum CS,CS,7648,Spectrum CS,38,19,50.0%,,
108077503,Spring Cove SD,SD,0941,Central HS,575,222,38.6%,,
108077503,Spring Cove SD,SD,0936,Martinsburg El Sch,347,164,47.3%,,
108077503,Spring Cove SD,SD,8076,Spring Cove El Sch,378,181,47.9%,,
108077503,Spring Cove SD,SD,5130,Spring Cove MS,391,191,48.8%,,
112676703,Spring Grove Area SD,SD,4617,New Salem El Sch,418,128,30.6%,,
112676703,Spring Grove Area SD,SD,4620,Paradise El Sch,341,133,39.0%,,
112676703,Spring Grove Area SD,SD,4623,Spring Grove Area HS,1178,285,24.2%,,
112676703,Spring Grove Area SD,SD,4622,Spring Grove Area Intrmd Sch,596,187,31.4%,,
112676703,Spring Grove Area SD,SD,6725,Spring Grove Area MS,644,184,28.6%,,
112676703,Spring Grove Area SD,SD,4618,Spring Grove El Sch,695,200,28.8%,,
125238502,Springfield SD,SD,1949,Richardson MS,1026,207,20.2%,,
125238502,Springfield SD,SD,6518,Sabold El Sch,665,194,29.2%,,
125238502,Springfield SD,SD,6519,Scenic Hills El Sch,670,88,13.1%,,
125238502,Springfield SD,SD,1950,Springfield HS,1374,304,22.1%,,
125238502,Springfield SD,SD,8134,Springfield Literacy Center,622,102,16.4%,,
123467203,Springfield Township SD,SD,3368,Springfield Twp El Sch-Enfield,562,99,17.6%,,
123467203,Springfield Township SD,SD,3370,Springfield Twp El Sch-Erdenhm,630,116,18.4%,,
123467203,Springfield Township SD,SD,3376,Springfield Twp HS,748,143,19.1%,,
123467203,Springfield Township SD,SD,3375,Springfield Twp MS,613,118,19.2%,,
123467303,Spring-Ford Area SD,SD,7321,Brooke El Sch,402,82,20.4%,,
123467303,Spring-Ford Area SD,SD,7940,Evans El Sch,555,82,14.8%,,
123467303,Spring-Ford Area SD,SD,3358,Limerick El Sch,256,56,21.9%,,
123467303,Spring-Ford Area SD,SD,4809,Oaks El Sch,554,66,11.9%,,
123467303,Spring-Ford Area SD,SD,3364,Royersford El Sch,372,121,32.5%,,
123467303,Spring-Ford Area SD,SD,7458,Spring City El Sch,146,71,48.6%,,
123467303,Spring-Ford Area SD,SD,3365,Spring-Ford Intrmd Sch 5th/6th,1218,185,15.2%,,
123467303,Spring-Ford Area SD,SD,7817,Spring-Ford MS 7th Grade Ctr,639,109,17.1%,,
123467303,Spring-Ford Area SD,SD,7818,Spring-Ford MS 8th Grade Ctr,655,109,16.6%,,
123467303,Spring-Ford Area SD,SD,3367,Spring-Ford SHS 9-12 Ctr,2561,470,18.4%,,
123467303,Spring-Ford Area SD,SD,7763,Upper Providence El Sch,466,31,6.7%,,
110148002,State College Area SD,SD,1354,Corl Street El Sch,244,31,12.7%,,
110148002,State College Area SD,SD,1356,Easterly Parkway El Sch,316,89,28.2%,,
110148002,State College Area SD,SD,1350,Ferguson Twp El Sch,298,27,9.1%,,
110148002,State College Area SD,SD,7735,Gray's Woods El Sch,387,41,10.6%,,
110148002,State College Area SD,SD,1358,Mount Nittany El Sch,420,74,17.6%,,
110148002,State College Area SD,SD,7426,Mount Nittany MS,707,120,17.0%,,
110148002,State College Area SD,SD,6233,Park Forest El Sch,428,70,16.4%,,
110148002,State College Area SD,SD,6234,Park Forest MS,800,95,11.9%,,
110148002,State College Area SD,SD,1359,Radio Park El Sch,380,42,11.1%,,
110148002,State College Area SD,SD,1357,Spring Creek El Sch,360,54,15.0%,,
110148002,State College Area SD,SD,1364,State College Area HS,2436,421,17.3%,,
103028807,Steel Center for Career and Technical Ed,CTC,6113,Steel Center for Career and Technical Ed,811,314,38.7%,,
103028833,Steel Valley SD,SD,0193,Barrett El Sch,217,194,89.4%,,
103028833,Steel Valley SD,SD,0259,Park El Sch,323,148,45.8%,,
103028833,Steel Valley SD,SD,0260,Steel Valley MS,391,245,62.7%,,
103028833,Steel Valley SD,SD,0196,Steel Valley SHS,405,220,54.3%,,
115228003,Steelton-Highspire SD,SD,1799,Steelton-Highspire El Sch,730,561,76.8%,,
115228003,Steelton-Highspire SD,SD,1801,Steelton-Highspire HS,593,521,87.9%,,
111315438,Stone Valley Community CS,CS,8158,Stone Valley Community CS,89,34,38.2%,,
103028853,Sto-Rox SD,SD,0477,Sto-Rox JSHS,559,503,90.0%,,
103028853,Sto-Rox SD,SD,7505,Sto-Rox Primary Ctr,385,385,100.0%,,
103028853,Sto-Rox SD,SD,8377,Sto-Rox Upper El Sch,277,266,96.0%,,
120456003,Stroudsburg Area SD,SD,7123,Arlington Heights El Sch,237,137,57.8%,,
120456003,Stroudsburg Area SD,SD,3221,B F Morey El Sch,202,123,60.9%,,
120456003,Stroudsburg Area SD,SD,6683,Chipperfield El Sch,806,405,50.2%,,
120456003,Stroudsburg Area SD,SD,8355,Hamilton Twp El Sch,304,115,37.8%,,
120456003,Stroudsburg Area SD,SD,3224,Stroudsburg HS,1240,524,42.3%,,
120456003,Stroudsburg Area SD,SD,7593,Stroudsburg JHS,833,373,44.8%,,
120456003,Stroudsburg Area SD,SD,7839,Stroudsburg MS,1093,534,48.9%,,
101833400,Sugar Valley Rural CS,CS,7635,Sugar Valley Rural CS,477,238,49.9%,,
117576303,Sullivan County SD,SD,8180,Sullivan Co El Sch,342,167,48.8%,,
