county Name,AUN,LEA,School Code,School,Graduate Count,College Bound,Total College Bound %,2- or 4-Year College or University,2- Or 4-Year University %,Total Postsecondary Bound,Total Postsecondary Bound %,Non-Degree-Granting Postsecondary School,Non-Degree-Granting Postsecondary School %,Specialized Associate Degree Granting Institution,Specialized Assocate Degree Granting Institution %
,123461602,Colonial SD,3333,Plymouth-Whitemarsh SHS,364,317,87.09%,316,86.81%,318,87.36%,1,0.27%,1,0.27%
,,,9999,Colonial SD,8,3,37.50%,1,12.50%,3,37.50%,0,0.00%,2,25.00%
,123463603,Hatboro-Horsham SD,3272,Hatboro-Horsham SHS,405,339,83.70%,338,83.46%,341,84.20%,2,0.49%,1,0.25%
,,,9999,Hatboro-Horsham SD,6,2,33.33%,2,33.33%,2,33.33%,0,0.00%,0,0.00%
,123463803,Jenkintown SD,8049,Jenkintown Middle/High School,54,49,90.74%,49,90.74%,50,92.59%,1,1.85%,0,0.00%
,123464502,Lower Merion SD,3295,Lower Merion HS,371,337,90.84%,337,90.84%,339,91.37%,2,0.54%,0,0.00%
,,,3296,Harriton SHS,321,312,97.20%,312,97.20%,313,97.51%,1,0.31%,0,0.00%
,,,9999,Lower Merion SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,123464603,Lower Moreland Township SD,4960,Lower Moreland HS,183,164,89.62%,164,89.62%,169,92.35%,5,2.73%,0,0.00%
,,,9999,Lower Moreland Township SD,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
,123465303,Methacton SD,3305,Methacton HS,385,361,93.77%,361,93.77%,361,93.77%,0,0.00%,0,0.00%
,123465602,Norristown Area SD,6729,Norristown Area HS,324,253,78.09%,239,73.77%,253,78.09%,0,0.00%,14,4.32%
,,,6998,Roosevelt Altern Sch,76,46,60.53%,37,48.68%,46,60.53%,0,0.00%,9,11.84%
,,,9999,Norristown Area SD,12,1,8.33%,1,8.33%,1,8.33%,0,0.00%,0,0.00%
,123465702,North Penn SD,5345,North Penn SHS,"1,063",902,84.85%,902,84.85%,909,85.51%,7,0.66%,0,0.00%
,,,9999,North Penn SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,123466103,Perkiomen Valley SD,3328,Perkiomen Valley HS,462,367,79.44%,361,78.14%,370,80.09%,3,0.65%,6,1.30%
,123466303,Pottsgrove SD,3338,Pottsgrove SHS,229,171,74.67%,164,71.62%,171,74.67%,0,0.00%,7,3.06%
,,,9999,Pottsgrove SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,123466403,Pottstown SD,3348,Pottstown SHS,166,79,47.59%,79,47.59%,89,53.61%,10,6.02%,0,0.00%
,,,9999,Pottstown SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,123467103,Souderton Area SD,3354,Souderton Area SHS,550,447,81.27%,447,81.27%,447,81.27%,0,0.00%,0,0.00%
,,,9999,Souderton Area SD,28,5,17.86%,5,17.86%,5,17.86%,0,0.00%,0,0.00%
,123467203,Springfield Township SD,3376,Springfield Twp HS,187,159,85.03%,159,85.03%,163,87.17%,4,2.14%,0,0.00%
,,,9999,Springfield Township SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,123467303,Spring-Ford Area SD,3367,Spring-Ford SHS 9-12 Ctr,585,525,89.74%,521,89.06%,533,91.11%,8,1.37%,4,0.68%
,,,9999,Spring-Ford Area SD,20,2,10.00%,2,10.00%,2,10.00%,0,0.00%,0,0.00%
,123468303,Upper Dublin SD,5078,Upper Dublin HS,358,337,94.13%,337,94.13%,337,94.13%,0,0.00%,0,0.00%
,,,9999,Upper Dublin SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,123468402,Upper Merion Area SD,3395,Upper Merion HS,270,170,62.96%,169,62.59%,171,63.33%,1,0.37%,1,0.37%
,,,9999,Upper Merion Area SD,23,3,13.04%,3,13.04%,3,13.04%,0,0.00%,0,0.00%
,123468503,Upper Moreland Township SD,3401,Upper Moreland HS,228,198,86.84%,198,86.84%,200,87.72%,2,0.88%,0,0.00%
,,,9999,Upper Moreland Township SD,4,1,25.00%,1,25.00%,1,25.00%,0,0.00%,0,0.00%
,123468603,Upper Perkiomen SD,5081,Upper Perkiomen HS,200,143,71.50%,138,69.00%,145,72.50%,2,1.00%,5,2.50%
,123469303,Wissahickon SD,3247,Wissahickon SHS,302,282,93.38%,282,93.38%,283,93.71%,1,0.33%,0,0.00%
,,,9999,Wissahickon SD,10,6,60.00%,6,60.00%,6,60.00%,0,0.00%,0,0.00%
,126510020,Agora Cyber CS,7858,Agora Cyber CS,677,311,45.94%,302,44.61%,379,55.98%,68,10.04%,9,1.33%
,,,9999,Agora Cyber CS,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Montour,116471803,Danville Area SD,3425,Danville Area SHS,166,129,77.71%,125,75.30%,134,80.72%,5,3.01%,4,2.41%
,,,9999,Danville Area SD,6,1,16.67%,1,16.67%,1,16.67%,0,0.00%,0,0.00%
Northampton,120480002,Lehigh Valley Academy Regional CS,7681,Lehigh Valley Academy Regional CS,61,58,95.08%,58,95.08%,58,95.08%,0,0.00%,0,0.00%
,,,9999,Lehigh Valley Academy Regional CS,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,120480803,Bangor Area SD,3434,Bangor Area HS,227,156,68.72%,156,68.72%,157,69.16%,1,0.44%,0,0.00%
,120481002,Bethlehem Area SD,3465,Liberty HS,634,475,74.92%,468,73.82%,482,76.03%,7,1.10%,7,1.10%
,,,4957,Freedom HS,444,357,80.41%,357,80.41%,364,81.98%,7,1.58%,0,0.00%
,,,9999,Bethlehem Area SD,12,1,8.33%,1,8.33%,2,16.67%,1,8.33%,0,0.00%
,120483170,Lehigh Valley Charter High School for th,7634,Lehigh Valley Charter High School for th,153,136,88.89%,136,88.89%,136,88.89%,0,0.00%,0,0.00%
,120483302,Easton Area SD,3482,Easton Area HS,655,471,71.91%,467,71.30%,487,74.35%,16,2.44%,4,0.61%
,120484803,Nazareth Area SD,3495,Nazareth Area HS,356,292,82.02%,292,82.02%,299,83.99%,7,1.97%,0,0.00%
,,,9999,Nazareth Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,120484903,Northampton Area SD,3505,Northampton Area HS,461,367,79.61%,361,78.31%,375,81.34%,8,1.74%,6,1.30%
,120485603,Pen Argyl Area SD,6439,Pen Argyl Area HS,132,109,82.58%,107,81.06%,109,82.58%,0,0.00%,2,1.52%
,120486003,Saucon Valley SD,5352,Saucon Valley SHS,162,128,79.01%,127,78.40%,130,80.25%,2,1.23%,1,0.62%
,,,9999,Saucon Valley SD,3,1,33.33%,1,33.33%,1,33.33%,0,0.00%,0,0.00%
,120488603,Wilson Area SD,3522,Wilson Area HS,159,127,79.87%,126,79.25%,129,81.13%,2,1.26%,1,0.63%
,,,9999,Wilson Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Northumberland,116493503,Line Mountain SD,3532,Line Mountain HS,85,46,54.12%,46,54.12%,46,54.12%,0,0.00%,0,0.00%
,116495003,Milton Area SD,3541,Milton HS,167,99,59.28%,99,59.28%,101,60.48%,2,1.20%,0,0.00%
,116495103,Mount Carmel Area SD,6936,Mount Carmel Area HS,82,49,59.76%,49,59.76%,50,60.98%,1,1.22%,0,0.00%
,,,9999,Mount Carmel Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,116496503,Shamokin Area SD,7893,Shamokin Area HS,145,88,60.69%,87,60.00%,89,61.38%,1,0.69%,1,0.69%
,,,9999,Shamokin Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,116496603,Shikellamy SD,3569,Shikellamy HS,150,90,60.00%,90,60.00%,91,60.67%,1,0.67%,0,0.00%
,116498003,Warrior Run SD,5103,Warrior Run HS,119,61,51.26%,61,51.26%,65,54.62%,4,3.36%,0,0.00%
,,,9999,Warrior Run SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Perry,115503004,Greenwood SD,6341,Greenwood HS,51,33,64.71%,33,64.71%,33,64.71%,0,0.00%,0,0.00%
,115504003,Newport SD,7930,Newport HS,76,52,68.42%,52,68.42%,52,68.42%,0,0.00%,0,0.00%
,115506003,Susquenita SD,3589,Susquenita HS,110,62,56.36%,62,56.36%,62,56.36%,0,0.00%,0,0.00%
,115508003,West Perry SD,3596,West Perry SHS,178,111,62.36%,110,61.80%,113,63.48%,2,1.12%,1,0.56%
,,,9999,West Perry SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Philadelphia,100510000,First Philadelphia Preparatory Charter S,7744,First Philadelphia Preparatory Charter S,64,34,53.13%,33,51.56%,34,53.13%,0,0.00%,1,1.56%
,114514135,Sankofa Freedom Academy Charter School,8083,Sankofa Freedom Academy Charter School,35,31,88.57%,31,88.57%,33,94.29%,2,5.71%,0,0.00%
,126510002,Mastery CHS - Lenfest Campus,7678,Mastery CHS - Lenfest Campus,64,47,73.44%,47,73.44%,53,82.81%,6,9.38%,0,0.00%
,126510004,People for People CS,7685,People for People CS,16,13,81.25%,13,81.25%,14,87.50%,1,6.25%,0,0.00%
,126510009,Philadelphia Electrical & Tech CHS,7737,Philadelphia Electrical & Tech CHS,146,92,63.01%,92,63.01%,100,68.49%,8,5.48%,0,0.00%
,,,9999,Philadelphia Electrical & Tech CHS,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,126510014,Maritime Academy Charter School,7777,Maritime Academy CS,62,45,72.58%,45,72.58%,46,74.19%,1,1.61%,0,0.00%
,126510022,Mastery CS-Shoemaker Campus,7909,Mastery CS -Shoemaker Campus,115,89,77.39%,89,77.39%,95,82.61%,6,5.22%,0,0.00%
,126510023,Mastery CS-Thomas Campus,7910,Mastery CS - Thomas Campus,89,64,71.91%,64,71.91%,70,78.65%,6,6.74%,0,0.00%
,126511530,TECH Freire CS,8359,TECH Freire CS,68,59,86.76%,51,75.00%,61,89.71%,2,2.94%,8,11.76%
,126511563,Esperanza Cyber CS,8216,Esperanza Cyber CS,43,24,55.81%,24,55.81%,32,74.42%,8,18.60%,0,0.00%
,126512840,Community Academy of Philadelphia CS,7510,Community Academy of Philadelphia CS,141,86,60.99%,86,60.99%,92,65.25%,6,4.26%,0,0.00%
,126512870,Youth Build Phila CS,7513,Youth Build Phila CS,110,9,8.18%,5,4.55%,10,9.09%,1,0.91%,4,3.64%
,126512960,Preparatory CS of Mathematics Science Te,7540,Preparatory CS of Mathematics Science Te,131,78,59.54%,78,59.54%,79,60.31%,1,0.76%,0,0.00%
,126512980,Imhotep Institute CHS,7542,Imhotep Institute CHS,127,83,65.35%,82,64.57%,85,66.93%,2,1.57%,1,0.79%
,126513000,Multicultural Academy CS,7546,Multicultural Academy CS,52,48,92.31%,48,92.31%,50,96.15%,2,3.85%,0,0.00%
,126513150,MAST Community CS,7574,MAST Community Charter School,98,90,91.84%,89,90.82%,91,92.86%,1,1.02%,1,1.02%
,126513190,Charter High School for Architecture and,7578,Charter High School for Architecture and,104,96,92.31%,96,92.31%,96,92.31%,0,0.00%,0,0.00%
,126513230,Math Civics and Sciences CS,7582,Math Civics and Sciences CS,69,62,89.86%,62,89.86%,68,98.55%,6,8.70%,0,0.00%
,126513270,Freire CS,7586,Freire CS,83,78,93.98%,78,93.98%,79,95.18%,1,1.20%,0,0.00%
,,,9999,Freire CS,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,126513280,Philadelphia Academy CS,7587,Philadelphia Academy CS,85,57,67.06%,57,67.06%,63,74.12%,6,7.06%,0,0.00%
,126513290,Mastery CS - Hardy Williams,7588,Mastery CS - Hardy Williams,79,46,58.23%,46,58.23%,46,58.23%,0,0.00%,0,0.00%
,126513400,Philadelphia Performing Arts CS,7647,Philadelphia Performing Arts CS,158,154,97.47%,154,97.47%,157,99.37%,3,1.90%,0,0.00%
,126513420,New Foundations CS,7649,New Foundations CS,169,137,81.07%,134,79.29%,141,83.43%,4,2.37%,3,1.78%
,126513440,Esperanza Academy Charter School,7665,Esperanza Academy Charter School,171,79,46.20%,79,46.20%,90,52.63%,11,6.43%,0,0.00%
,126513450,Franklin Towne CHS,7666,Franklin Towne CHS,257,197,76.65%,187,72.76%,197,76.65%,0,0.00%,10,3.89%
,126513452,Olney Charter High School,8205,Olney Charter High School,433,222,51.27%,221,51.04%,261,60.28%,39,9.01%,1,0.23%
,126513480,Mariana Bracetti Academy CS,7672,Mariana Bracetti Academy CS,132,92,69.70%,92,69.70%,93,70.45%,1,0.76%,0,0.00%
,,,9999,Mariana Bracetti Academy CS,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,126513734,Mastery CS-Gratz Campus,8207,Mastery CS-Gratz Campus,178,131,73.60%,129,72.47%,148,83.15%,17,9.55%,2,1.12%
,126514368,ACT Academy Cyber CS,8217,ACT Academy Cyber CS,12,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,126514864,KIPP DuBois Charter School,8358,KIPP DuBois Charter School,107,91,85.05%,90,84.11%,100,93.46%,9,8.41%,1,0.93%
,126515001,Philadelphia City SD,3728,Widener Memorial Sch,36,8,22.22%,7,19.44%,10,27.78%,2,5.56%,1,2.78%
,,,3808,Masterman Julia R Sec Sch,110,108,98.18%,108,98.18%,108,98.18%,0,0.00%,0,0.00%
,,,3816,Fels Samuel HS,150,110,73.33%,99,66.00%,113,75.33%,3,2.00%,11,7.33%
,,,3818,Furness Horace HS,135,85,62.96%,80,59.26%,87,64.44%,2,1.48%,5,3.70%
,,,3841,Dobbins AVT HS,117,10,8.55%,10,8.55%,10,8.55%,0,0.00%,0,0.00%
,,,3842,Mastbaum Jules E AVTS,128,58,45.31%,46,35.94%,61,47.66%,3,2.34%,12,9.38%
,,,3843,Girls HS,250,170,68.00%,164,65.60%,174,69.60%,4,1.60%,6,2.40%
,,,3844,Roxborough HS,135,82,60.74%,79,58.52%,84,62.22%,2,1.48%,3,2.22%
,,,3845,Lincoln HS,237,157,66.24%,141,59.49%,166,70.04%,9,3.80%,16,6.75%
,,,3847,Bartram John - Main,96,26,27.08%,23,23.96%,30,31.25%,4,4.17%,3,3.13%
,,,3848,Central HS,545,473,86.79%,471,86.42%,475,87.16%,2,0.37%,2,0.37%
,,,3849,Edison HS/Fareira Skills,114,42,36.84%,33,28.95%,45,39.47%,3,2.63%,9,7.89%
,,,3850,Frankford HS,155,88,56.77%,84,54.19%,93,60.00%,5,3.23%,4,2.58%
,,,3851,Franklin Benjamin HS,83,36,43.37%,28,33.73%,41,49.40%,5,6.02%,8,9.64%
,,,3855,Northeast HS,565,425,75.22%,407,72.04%,433,76.64%,8,1.42%,18,3.19%
,,,3857,Overbrook HS,76,48,63.16%,46,60.53%,48,63.16%,0,0.00%,2,2.63%
,,,3859,South Philadelphia HS,104,46,44.23%,44,42.31%,48,46.15%,2,1.92%,2,1.92%
,,,3860,West Philadelphia HS,81,10,12.35%,9,11.11%,11,13.58%,1,1.23%,1,1.23%
,,,3861,Saul W B Agricultural School,110,68,61.82%,65,59.09%,69,62.73%,1,0.91%,3,2.73%
,,,6527,Washington George HS,262,160,61.07%,148,56.49%,163,62.21%,3,1.15%,12,4.58%
,,,6548,Parkway Northwest,50,35,70.00%,34,68.00%,36,72.00%,1,2.00%,1,2.00%
,,,6675,King Martin Luther HS,98,38,38.78%,33,33.67%,42,42.86%,4,4.08%,5,5.10%
,,,6822,Franklin LC,202,133,65.84%,125,61.88%,135,66.83%,2,0.99%,8,3.96%
,,,6996,Creative and Performing Arts,168,29,17.26%,29,17.26%,30,17.86%,1,0.60%,0,0.00%
,,,7023,Carver HS,212,189,89.15%,184,86.79%,191,90.09%,2,0.94%,5,2.36%
,,,7070,Bodine William W HS,95,81,85.26%,80,84.21%,82,86.32%,1,1.05%,1,1.05%
,,,7072,Swenson Arts & Technology HS,162,110,67.90%,95,58.64%,121,74.69%,11,6.79%,15,9.26%
,,,7229,Hill Freedman World Academy,95,64,67.37%,63,66.32%,64,67.37%,0,0.00%,1,1.05%
,,,7245,Sayre William L MS,53,28,52.83%,26,49.06%,30,56.60%,2,3.77%,2,3.77%
,,,7255,Strawberry Mansion HS,47,24,51.06%,21,44.68%,26,55.32%,2,4.26%,3,6.38%
,,,7664,Gamp,61,56,91.80%,55,90.16%,57,93.44%,1,1.64%,1,1.64%
,,,7780,Paul Robeson HS for Human Services,70,58,82.86%,55,78.57%,58,82.86%,0,0.00%,3,4.29%
,,,7782,Parkway Center City Middle College,108,93,86.11%,88,81.48%,93,86.11%,0,0.00%,5,4.63%
,,,7808,Parkway West,52,41,78.85%,38,73.08%,43,82.69%,2,3.85%,3,5.77%
,,,7811,Lankenau HS,72,36,50.00%,34,47.22%,37,51.39%,1,1.39%,2,2.78%
,,,7813,Randolph A. Philip AVT HS,76,40,52.63%,32,42.11%,42,55.26%,2,2.63%,8,10.53%
,,,7815,Motivation HS,83,45,54.22%,38,45.78%,49,59.04%,4,4.82%,7,8.43%
,,,7850,Philadelphia Military Acad at Elverson,43,29,67.44%,24,55.81%,31,72.09%,2,4.65%,5,11.63%
,,,7852,Kensington Creative & Performing Arts HS,91,55,60.44%,49,53.85%,58,63.74%,3,3.30%,6,6.59%
,,,7855,Kensington Health Sciences,80,15,18.75%,15,18.75%,16,20.00%,1,1.25%,0,0.00%
,,,7903,School of the Future,91,53,58.24%,52,57.14%,54,59.34%,1,1.10%,1,1.10%
,,,7904,Academy at Palumbo,225,208,92.44%,203,90.22%,212,94.22%,4,1.78%,5,2.22%
,,,7905,Constitution HS,105,86,81.90%,80,76.19%,87,82.86%,1,0.95%,6,5.71%
,,,7906,Science Leadership Academy,120,104,86.67%,103,85.83%,104,86.67%,0,0.00%,1,0.83%
,,,8039,Arts Academy at Benjamin Rush,141,127,90.07%,124,87.94%,131,92.91%,4,2.84%,3,2.13%
,,,8293,Penn Treaty Sch,65,25,38.46%,22,33.85%,29,44.62%,4,6.15%,3,4.62%
,,,8298,The SD of Philadelphia Virtual Academy,70,34,48.57%,32,45.71%,38,54.29%,4,5.71%,2,2.86%
,,,8328,The Workshop School,56,40,71.43%,38,67.86%,41,73.21%,1,1.79%,2,3.57%
,,,8329,The U School: Innovative Lab,43,31,72.09%,29,67.44%,34,79.07%,3,6.98%,2,4.65%
,,,8330,The Science Leadership Academy at Beeber,113,98,86.73%,97,85.84%,100,88.50%,2,1.77%,1,0.88%
,,,8331,The Linc,40,25,62.50%,25,62.50%,25,62.50%,0,0.00%,0,0.00%
,,,8332,Building 21,65,43,66.15%,41,63.08%,47,72.31%,4,6.15%,2,3.08%
,,,8385,Philadelphia Learning Academy - North,13,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,8386,Philadelphia Learning Academy - South,13,8,61.54%,7,53.85%,8,61.54%,0,0.00%,1,7.69%
,,,8388,Kensington HS,72,27,37.50%,24,33.33%,29,40.28%,2,2.78%,3,4.17%
,,,9999,Philadelphia City SD,918,62,6.75%,53,5.77%,68,7.41%,6,0.65%,9,0.98%
,126519434,Universal Audenried Charter School,8195,Universal Audenried Charter School,80,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,151514721,Mastery CS-Pickett Campus,7961,Mastery CS-Pickett Campus,79,59,74.68%,56,70.89%,60,75.95%,1,1.27%,3,3.80%
,177518712,Eastern University Academy Charter Schoo,8127,Eastern University Academy Charter Schoo,39,39,100.00%,39,100.00%,39,100.00%,0,0.00%,0,0.00%
,181519176,ASPIRA Bilingual Cyber Charter School,8148,ASPIRA Bilingual Cyber Charter School,91,40,43.96%,40,43.96%,46,50.55%,6,6.59%,0,0.00%
,185515523,Boys Latin of Philadelphia CS,7981,Boys Latin of Philadelphia CS,67,47,70.15%,47,70.15%,49,73.13%,2,2.99%,0,0.00%
,192518422,Tacony Academy Charter School,8126,Tacony Academy Charter School,96,79,82.29%,79,82.29%,93,96.88%,14,14.58%,0,0.00%
Pike,119648303,Wallenpaupack Area SD,4310,Wallenpaupack Area HS,281,178,63.35%,174,61.92%,186,66.19%,8,2.85%,4,1.42%
,120522003,Delaware Valley SD,5261,Delaware Valley HS,361,272,75.35%,269,74.52%,285,78.95%,13,3.60%,3,0.83%
Potter,109530304,Austin Area SD,6222,Austin Area JSHS,16,11,68.75%,10,62.50%,11,68.75%,0,0.00%,1,6.25%
,109531304,Coudersport Area SD,3869,Coudersport Area JSHS,65,34,52.31%,34,52.31%,36,55.38%,2,3.08%,0,0.00%
,109532804,Galeton Area SD,6223,Galeton Area Sch,30,18,60.00%,18,60.00%,19,63.33%,1,3.33%,0,0.00%
,109535504,Northern Potter SD,3875,Northern Potter JSHS,32,15,46.88%,13,40.63%,15,46.88%,0,0.00%,2,6.25%
,109537504,Oswayo Valley SD,3877,Oswayo Valley HS,43,23,53.49%,23,53.49%,24,55.81%,1,2.33%,0,0.00%
Schuylkill,129540803,Blue Mountain SD,3891,Blue Mountain HS,202,125,61.88%,110,54.46%,127,62.87%,2,0.99%,15,7.43%
,,,9999,Blue Mountain SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,129544503,Mahanoy Area SD,8403,Mahanoy Area JSHS,76,52,68.42%,48,63.16%,52,68.42%,0,0.00%,4,5.26%
,129544703,Minersville Area SD,6583,Minersville Area JSHS,84,61,72.62%,51,60.71%,62,73.81%,1,1.19%,10,11.90%
,129544907,Gillingham Charter School,8161,Gillingham Charter School,14,7,50.00%,7,50.00%,7,50.00%,0,0.00%,0,0.00%
,129545003,North Schuylkill SD,3883,North Schuylkill JSHS,131,88,67.18%,88,67.18%,88,67.18%,0,0.00%,0,0.00%
,129546003,Pine Grove Area SD,3910,Pine Grove Area HS,116,63,54.31%,63,54.31%,65,56.03%,2,1.72%,0,0.00%
,129546103,Pottsville Area SD,3924,Pottsville Area HS,202,109,53.96%,104,51.49%,117,57.92%,8,3.96%,5,2.48%
,,,9999,Pottsville Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,129547203,Shenandoah Valley SD,3940,Shenandoah Valley JSHS,82,48,58.54%,44,53.66%,49,59.76%,1,1.22%,4,4.88%
,129547303,Schuylkill Haven Area SD,5264,Schuylkill Haven SHS,98,64,65.31%,54,55.10%,64,65.31%,0,0.00%,10,10.20%
,129547603,Tamaqua Area SD,5070,Tamaqua Area SHS,128,103,80.47%,97,75.78%,110,85.94%,7,5.47%,6,4.69%
,129547803,Tri-Valley SD,3957,Tri-Valley JSHS,64,44,68.75%,39,60.94%,44,68.75%,0,0.00%,5,7.81%
,,,9999,Tri-Valley SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,129548803,Williams Valley SD,3914,Williams Valley JSHS,62,35,56.45%,33,53.23%,39,62.90%,4,6.45%,2,3.23%
Snyder,116555003,Midd-West SD,3962,Midd-West HS,143,68,47.55%,66,46.15%,72,50.35%,4,2.80%,2,1.40%
,,,9999,Midd-West SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,116557103,Selinsgrove Area SD,3969,Selinsgrove Area HS,188,126,67.02%,126,67.02%,126,67.02%,0,0.00%,0,0.00%
,,,9999,Selinsgrove Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Somerset,108561003,Berlin Brothersvalley SD,6207,Berlin Brothersvalley SHS,59,31,52.54%,31,52.54%,35,59.32%,4,6.78%,0,0.00%
,108561803,Conemaugh Township Area SD,3978,Conemaugh Twp Area MS/SHS,91,45,49.45%,42,46.15%,50,54.95%,5,5.49%,3,3.30%
,108565203,Meyersdale Area SD,3994,Meyersdale Area HS,69,29,42.03%,28,40.58%,29,42.03%,0,0.00%,1,1.45%
,108565503,North Star SD,3988,North Star HS,81,35,43.21%,34,41.98%,39,48.15%,4,4.94%,1,1.23%
,108566303,Rockwood Area SD,6210,Rockwood Area JSHS,62,30,48.39%,27,43.55%,30,48.39%,0,0.00%,3,4.84%
,108567004,Salisbury-Elk Lick SD,4002,Salisbury-Elk Lick JSHS,18,6,33.33%,5,27.78%,6,33.33%,0,0.00%,1,5.56%
,108567204,Shade-Central City SD,4006,Shade JSHS,37,19,51.35%,19,51.35%,21,56.76%,2,5.41%,0,0.00%
,108567404,Shanksville-Stonycreek SD,6800,Shanksville-Stonycreek HS,26,16,61.54%,16,61.54%,16,61.54%,0,0.00%,0,0.00%
,,,9999,Shanksville-Stonycreek SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108567703,Somerset Area SD,8274,Somerset Area Jr-Sr HS,186,111,59.68%,103,55.38%,111,59.68%,0,0.00%,8,4.30%
,108568404,Turkeyfoot Valley Area SD,6216,Turkeyfoot Valley Area JSHS,30,14,46.67%,14,46.67%,14,46.67%,0,0.00%,0,0.00%
,108569103,Windber Area SD,4026,Windber Area HS,88,59,67.05%,55,62.50%,62,70.45%,3,3.41%,4,4.55%
,,,9999,Windber Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Sullivan,117576303,Sullivan County SD,4030,Sullivan Co JSHS,50,30,60.00%,30,60.00%,33,66.00%,3,6.00%,0,0.00%
Susquehanna,119581003,Blue Ridge SD,4034,Blue Ridge HS,61,44,72.13%,44,72.13%,44,72.13%,0,0.00%,0,0.00%
,119582503,Elk Lake SD,6418,Elk Lake JSHS,76,47,61.84%,46,60.53%,48,63.16%,1,1.32%,1,1.32%
,119583003,Forest City Regional SD,6419,Forest City Regional HS,64,50,78.13%,50,78.13%,50,78.13%,0,0.00%,0,0.00%
,119584503,Montrose Area SD,4044,Montrose Area JSHS,116,72,62.07%,69,59.48%,74,63.79%,2,1.72%,3,2.59%
,119584603,Mountain View SD,4049,Mountain View JSHS,67,31,46.27%,31,46.27%,34,50.75%,3,4.48%,0,0.00%
,,,9999,Mountain View SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,119586503,Susquehanna Community SD,4054,Susquehanna Community JSHS,59,35,59.32%,35,59.32%,36,61.02%,1,1.69%,0,0.00%
Tioga,117596003,Northern Tioga SD,4058,Cowanesque Valley JSHS,70,37,52.86%,37,52.86%,39,55.71%,2,2.86%,0,0.00%
,,,6373,Williamson SHS,83,46,55.42%,46,55.42%,52,62.65%,6,7.23%,0,0.00%
,117597003,Southern Tioga SD,4064,North Penn-Liberty JSHS,59,29,49.15%,29,49.15%,32,54.24%,3,5.08%,0,0.00%
,,,4068,North Penn-Mansfield JSHS,98,54,55.10%,51,52.04%,56,57.14%,2,2.04%,3,3.06%
,117598503,Wellsboro Area SD,4080,Wellsboro Area HS,120,61,50.83%,59,49.17%,64,53.33%,3,2.50%,2,1.67%
Union,116604003,Lewisburg Area SD,4085,Lewisburg HS,148,118,79.73%,118,79.73%,118,79.73%,0,0.00%,0,0.00%
,,,9999,Lewisburg Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,116605003,Mifflinburg Area SD,4091,Mifflinburg Area SHS,163,88,53.99%,86,52.76%,94,57.67%,6,3.68%,2,1.23%
Venango,106611303,Cranberry Area SD,4098,Cranberry Area JSHS,72,40,55.56%,38,52.78%,42,58.33%,2,2.78%,2,2.78%
,,,9999,Cranberry Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,106612203,Franklin Area SD,4106,Franklin Area JSHS,137,64,46.72%,63,45.99%,74,54.01%,10,7.30%,1,0.73%
,,,9999,Franklin Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
