county,AUN,LEA,SCHOOL CODE,SCHOOL,GRADUATE COUNT,COLLEGE BOUND,TOTAL COLLEGE BOUND %,2- OR 4-YEAR COLLEGE OR UNIVERSITY,2- OR 4-YEAR UNIVERSITY %,TOTAL POSTSECONDARY BOUND,TOTAL POSTSECONDARY BOUND %,NON-DEGREE-GRANTING POSTSECONDARY SCHOOL,NON-DEGREE-GRANTING POSTSECONDARY SCHOOL %,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION %
,105254353,Harbor Creek SD,7948,Harbor Creek Senior HS,161,111,68.94%,111,68.94%,111,68.94%,0,0.00%,0,0.00%
,,,9999,Harbor Creek SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Harbor Creek SD,,,165,111,67.27%,111,67.27%,111,67.27%,0,0.00%,0,0.00%
,105256553,Iroquois SD,4817,Iroquois JSHS,76,33,43.42%,33,43.42%,36,47.37%,3,3.95%,0,0.00%
,,,9999,Iroquois SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Iroquois SD,,,77,33,42.86%,33,42.86%,36,46.75%,3,3.90%,0,0.00%
,105257602,Millcreek Township SD,8071,McDowell HS,498,290,58.23%,281,56.43%,301,60.44%,11,2.21%,9,1.81%
,,,9999,Millcreek Township SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Millcreek Township SD,,,501,290,57.88%,281,56.09%,301,60.08%,11,2.20%,9,1.80%
,105258303,North East SD,6145,North East HS,104,54,51.92%,54,51.92%,55,52.88%,1,0.96%,0,0.00%
,,North East SD,,,104,54,51.92%,54,51.92%,55,52.88%,1,0.96%,0,0.00%
,105258503,Northwestern SD,6745,Northwestern SHS,103,54,52.43%,48,46.60%,57,55.34%,3,2.91%,6,5.83%
,,Northwestern SD,,,103,54,52.43%,48,46.60%,57,55.34%,3,2.91%,6,5.83%
,105259103,Union City Area SD,2075,Union City HS,81,29,35.80%,29,35.80%,30,37.04%,1,1.23%,0,0.00%
,,Union City Area SD,,,81,29,35.80%,29,35.80%,30,37.04%,1,1.23%,0,0.00%
,105259703,Wattsburg Area SD,6148,Seneca HS,93,37,39.78%,36,38.71%,40,43.01%,3,3.23%,1,1.08%
,,Wattsburg Area SD,,,93,37,39.78%,36,38.71%,40,43.01%,3,3.23%,1,1.08%
Erie,,,,,"2,596","1,273",49.04%,"1,230",47.38%,"1,316",50.69%,43,1.66%,43,1.66%
Fayette,101260303,Albert Gallatin Area SD,6001,Albert Gallatin Area SHS,224,88,39.29%,88,39.29%,104,46.43%,16,7.14%,0,0.00%
,,Albert Gallatin Area SD,,,224,88,39.29%,88,39.29%,104,46.43%,16,7.14%,0,0.00%
,101260803,Brownsville Area SD,4818,Brownsville Area HS,106,56,52.83%,46,43.40%,64,60.38%,8,7.55%,10,9.43%
,,Brownsville Area SD,,,106,56,52.83%,46,43.40%,64,60.38%,8,7.55%,10,9.43%
,101261302,Connellsville Area SD,5228,Connellsville Area SHS,218,97,44.50%,96,44.04%,97,44.50%,0,0.00%,1,0.46%
,,,9999,Connellsville Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Connellsville Area SD,,,221,97,43.89%,96,43.44%,97,43.89%,0,0.00%,1,0.45%
,101262903,Frazier SD,2126,Frazier HS,84,61,72.62%,61,72.62%,61,72.62%,0,0.00%,0,0.00%
,,,9999,Frazier SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Frazier SD,,,88,61,69.32%,61,69.32%,61,69.32%,0,0.00%,0,0.00%
,101264003,Laurel Highlands SD,6600,Laurel Highlands SHS,195,118,60.51%,115,58.97%,121,62.05%,3,1.54%,3,1.54%
,,,9999,Laurel Highlands SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Laurel Highlands SD,,,199,118,59.30%,115,57.79%,121,60.80%,3,1.51%,3,1.51%
,101266007,Connellsville Area Career & Technical Ce,6643,Connellsville Area Career & Technical Ce,62,12,19.35%,12,19.35%,16,25.81%,4,6.45%,0,0.00%
,,Connellsville Area Career & Technical Ce,,,62,12,19.35%,12,19.35%,16,25.81%,4,6.45%,0,0.00%
,101268003,Uniontown Area SD,2184,Uniontown Area SHS,145,80,55.17%,71,48.97%,85,58.62%,5,3.45%,9,6.21%
,,,9999,Uniontown Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Uniontown Area SD,,,146,80,54.79%,71,48.63%,85,58.22%,5,3.42%,9,6.16%
Fayette,,,,,"1,046",512,48.95%,489,46.75%,548,52.39%,36,3.44%,23,2.20%
Forest,106272003,Forest Area SD,6159,East Forest JSHS,13,5,38.46%,4,30.77%,5,38.46%,0,0.00%,1,7.69%
,,,6161,West Forest JSHS,15,10,66.67%,10,66.67%,10,66.67%,0,0.00%,0,0.00%
,,,9999,Forest Area SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Forest Area SD,,,34,15,44.12%,14,41.18%,15,44.12%,0,0.00%,1,2.94%
Forest,,,,,34,15,44.12%,14,41.18%,15,44.12%,0,0.00%,1,2.94%
Franklin,112281302,Chambersburg Area SD,2191,Chambersburg Area SHS,467,118,25.27%,118,25.27%,119,25.48%,1,0.21%,0,0.00%
,,,8244,Chambersburg Area Career Magnet Sch,172,79,45.93%,77,44.77%,82,47.67%,3,1.74%,2,1.16%
,,,9999,Chambersburg Area SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Chambersburg Area SD,,,645,197,30.54%,195,30.23%,201,31.16%,4,0.62%,2,0.31%
,112282004,Fannett-Metal SD,2201,Fannett-Metal SHS,39,14,35.90%,14,35.90%,17,43.59%,3,7.69%,0,0.00%
,,Fannett-Metal SD,,,39,14,35.90%,14,35.90%,17,43.59%,3,7.69%,0,0.00%
,112283003,Greencastle-Antrim SD,2206,Greencastle-Antrim SHS,239,139,58.16%,133,55.65%,142,59.41%,3,1.26%,6,2.51%
,,Greencastle-Antrim SD,,,239,139,58.16%,133,55.65%,142,59.41%,3,1.26%,6,2.51%
,112286003,Tuscarora SD,6280,James Buchanan HS,147,75,51.02%,67,45.58%,75,51.02%,0,0.00%,8,5.44%
,,Tuscarora SD,,,147,75,51.02%,67,45.58%,75,51.02%,0,0.00%,8,5.44%
,112289003,Waynesboro Area SD,2243,Waynesboro Area SHS,296,156,52.70%,155,52.36%,167,56.42%,11,3.72%,1,0.34%
,,,9999,Waynesboro Area SD,15,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Waynesboro Area SD,,,311,156,50.16%,155,49.84%,167,53.70%,11,3.54%,1,0.32%
Franklin,,,,,"1,381",581,42.07%,564,40.84%,602,43.59%,21,1.52%,17,1.23%
Fulton,111291304,Central Fulton SD,6252,McConnellsburg HS,46,17,36.96%,16,34.78%,22,47.83%,5,10.87%,1,2.17%
,,Central Fulton SD,,,46,17,36.96%,16,34.78%,22,47.83%,5,10.87%,1,2.17%
,111292304,Forbes Road SD,2246,Forbes Road JSHS,19,13,68.42%,13,68.42%,13,68.42%,0,0.00%,0,0.00%
,,Forbes Road SD,,,19,13,68.42%,13,68.42%,13,68.42%,0,0.00%,0,0.00%
,111297504,Southern Fulton SD,2253,Southern Fulton JSHS,45,19,42.22%,19,42.22%,19,42.22%,0,0.00%,0,0.00%
,,Southern Fulton SD,,,45,19,42.22%,19,42.22%,19,42.22%,0,0.00%,0,0.00%
Fulton,,,,,110,49,44.55%,48,43.64%,54,49.09%,5,4.55%,1,0.91%
Greene,101301303,Carmichaels Area SD,7112,Carmichaels Area HS,71,41,57.75%,36,50.70%,41,57.75%,0,0.00%,5,7.04%
,,Carmichaels Area SD,,,71,41,57.75%,36,50.70%,41,57.75%,0,0.00%,5,7.04%
,101301403,Central Greene SD,5118,Waynesburg Central HS,128,72,56.25%,72,56.25%,77,60.16%,5,3.91%,0,0.00%
,,Central Greene SD,,,128,72,56.25%,72,56.25%,77,60.16%,5,3.91%,0,0.00%
,101303503,Jefferson-Morgan SD,2280,Jefferson-Morgan MS/HS,54,27,50.00%,27,50.00%,28,51.85%,1,1.85%,0,0.00%
,,Jefferson-Morgan SD,,,54,27,50.00%,27,50.00%,28,51.85%,1,1.85%,0,0.00%
,101306503,Southeastern Greene SD,2284,Mapletown JSHS,31,17,54.84%,13,41.94%,17,54.84%,0,0.00%,4,12.90%
,,,9999,Southeastern Greene SD,7,2,28.57%,2,28.57%,2,28.57%,0,0.00%,0,0.00%
,,Southeastern Greene SD,,,38,19,50.00%,15,39.47%,19,50.00%,0,0.00%,4,10.53%
,101308503,West Greene SD,8442,West Greene JSHS,46,28,60.87%,28,60.87%,30,65.22%,2,4.35%,0,0.00%
,,West Greene SD,,,46,28,60.87%,28,60.87%,30,65.22%,2,4.35%,0,0.00%
Greene,,,,,337,187,55.49%,178,52.82%,195,57.86%,8,2.37%,9,2.67%
Huntingdon,111312503,Huntingdon Area SD,2305,Huntingdon Area SHS,108,57,52.78%,54,50.00%,61,56.48%,4,3.70%,3,2.78%
,,,9999,Huntingdon Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Huntingdon Area SD,,,109,57,52.29%,54,49.54%,61,55.96%,4,3.67%,3,2.75%
,111312804,Juniata Valley SD,2308,Juniata Valley JSHS,54,27,50.00%,27,50.00%,30,55.56%,3,5.56%,0,0.00%
,,Juniata Valley SD,,,54,27,50.00%,27,50.00%,30,55.56%,3,5.56%,0,0.00%
,111316003,Mount Union Area SD,7944,Mount Union Area SHS,76,27,35.53%,26,34.21%,29,38.16%,2,2.63%,1,1.32%
,,Mount Union Area SD,,,76,27,35.53%,26,34.21%,29,38.16%,2,2.63%,1,1.32%
,111317503,Southern Huntingdon County SD,2313,Southern Huntingdon Co HS/MS,67,33,49.25%,31,46.27%,34,50.75%,1,1.49%,2,2.99%
,,Southern Huntingdon County SD,,,67,33,49.25%,31,46.27%,34,50.75%,1,1.49%,2,2.99%
,111440001,New Day CS,7762,New Day CS,17,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,New Day CS,,,17,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Huntingdon,,,,,323,144,44.58%,138,42.72%,154,47.68%,10,3.10%,6,1.86%
Indiana,128321103,River Valley SD,8487,River Valley HS,101,43,42.57%,42,41.58%,47,46.53%,4,3.96%,1,0.99%
,,,9999,River Valley SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,River Valley SD,,,102,43,42.16%,42,41.18%,47,46.08%,4,3.92%,1,0.98%
,128323303,Homer-Center SD,2331,Homer-Center JSHS,70,48,68.57%,47,67.14%,48,68.57%,0,0.00%,1,1.43%
,,Homer-Center SD,,,70,48,68.57%,47,67.14%,48,68.57%,0,0.00%,1,1.43%
,128323703,Indiana Area SD,2325,Indiana Area SHS,226,149,65.93%,130,57.52%,149,65.93%,0,0.00%,19,8.41%
,,,9999,Indiana Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Indiana Area SD,,,229,149,65.07%,130,56.77%,149,65.07%,0,0.00%,19,8.30%
,128325203,Marion Center Area SD,2339,Marion Center Area JR/SR HS,92,46,50.00%,45,48.91%,50,54.35%,4,4.35%,1,1.09%
,,,9999,Marion Center Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Marion Center Area SD,,,93,46,49.46%,45,48.39%,50,53.76%,4,4.30%,1,1.08%
,128326303,Penns Manor Area SD,2345,Penns Manor Area JSHS,54,28,51.85%,27,50.00%,29,53.70%,1,1.85%,1,1.85%
,,,9999,Penns Manor Area SD,4,1,25.00%,1,25.00%,1,25.00%,0,0.00%,0,0.00%
,,Penns Manor Area SD,,,58,29,50.00%,28,48.28%,30,51.72%,1,1.72%,1,1.72%
,128327303,Purchase Line SD,2350,Purchase Line JSHS,72,35,48.61%,31,43.06%,37,51.39%,2,2.78%,4,5.56%
,,,9999,Purchase Line SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Purchase Line SD,,,73,35,47.95%,31,42.47%,37,50.68%,2,2.74%,4,5.48%
,128328003,United SD,2358,United JSHS,75,39,52.00%,38,50.67%,39,52.00%,0,0.00%,1,1.33%
,,,9999,United SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,United SD,,,79,39,49.37%,38,48.10%,39,49.37%,0,0.00%,1,1.27%
Indiana,,,,,704,389,55.26%,361,51.28%,400,56.82%,11,1.56%,28,3.98%
Jefferson,106330703,Brockway Area SD,2362,Brockway Area JSHS,82,36,43.90%,32,39.02%,40,48.78%,4,4.88%,4,4.88%
,,,9999,Brockway Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Brockway Area SD,,,83,36,43.37%,32,38.55%,40,48.19%,4,4.82%,4,4.82%
,106330803,Brookville Area SD,6162,Brookville JSHS,108,61,56.48%,61,56.48%,62,57.41%,1,0.93%,0,0.00%
,,Brookville Area SD,,,108,61,56.48%,61,56.48%,62,57.41%,1,0.93%,0,0.00%
,106333407,Jefferson County-DuBois AVTS,5180,Jefferson County-DuBois AVTS,70,11,15.71%,10,14.29%,11,15.71%,0,0.00%,1,1.43%
,,Jefferson County-DuBois AVTS,,,70,11,15.71%,10,14.29%,11,15.71%,0,0.00%,1,1.43%
,106338003,Punxsutawney Area SD,6165,Punxsutawney Area HS,115,60,52.17%,50,43.48%,60,52.17%,0,0.00%,10,8.70%
,,,9999,Punxsutawney Area SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Punxsutawney Area SD,,,122,60,49.18%,50,40.98%,60,49.18%,0,0.00%,10,8.20%
Jefferson,,,,,383,168,43.86%,153,39.95%,173,45.17%,5,1.31%,15,3.92%
Juniata,111343603,Juniata County SD,2394,East Juniata JSHS,77,38,49.35%,38,49.35%,39,50.65%,1,1.30%,0,0.00%
,,,6255,Juniata SHS,130,43,33.08%,41,31.54%,52,40.00%,9,6.92%,2,1.54%
,,Juniata County SD,,,207,81,39.13%,79,38.16%,91,43.96%,10,4.83%,2,0.97%
Juniata,,,,,207,81,39.13%,79,38.16%,91,43.96%,10,4.83%,2,0.97%
Lackawanna,119350303,Abington Heights SD,5091,Abington Heights HS,224,194,86.61%,190,84.82%,194,86.61%,0,0.00%,4,1.79%
,,Abington Heights SD,,,224,194,86.61%,190,84.82%,194,86.61%,0,0.00%,4,1.79%
,119351303,Carbondale Area SD,2420,Carbondale Area JSHS,119,56,47.06%,56,47.06%,58,48.74%,2,1.68%,0,0.00%
,,Carbondale Area SD,,,119,56,47.06%,56,47.06%,58,48.74%,2,1.68%,0,0.00%
,119352203,Dunmore SD,8312,Dunmore JSHS,110,87,79.09%,87,79.09%,91,82.73%,4,3.64%,0,0.00%
,,Dunmore SD,,,110,87,79.09%,87,79.09%,91,82.73%,4,3.64%,0,0.00%
,119354603,Lakeland SD,6404,Lakeland JSHS,80,53,66.25%,52,65.00%,54,67.50%,1,1.25%,1,1.25%
,,Lakeland SD,,,80,53,66.25%,52,65.00%,54,67.50%,1,1.25%,1,1.25%
,119355503,Mid Valley SD,8304,Mid Valley Secondary Center,135,76,56.30%,76,56.30%,77,57.04%,1,0.74%,0,0.00%
,,,9999,Mid Valley SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Mid Valley SD,,,137,76,55.47%,76,55.47%,77,56.20%,1,0.73%,0,0.00%
,119356503,North Pocono SD,2446,North Pocono HS,229,154,67.25%,154,67.25%,157,68.56%,3,1.31%,0,0.00%
,,,9999,North Pocono SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,North Pocono SD,,,233,154,66.09%,154,66.09%,157,67.38%,3,1.29%,0,0.00%
,119356603,Old Forge SD,2449,Old Forge JSHS,63,47,74.60%,47,74.60%,47,74.60%,0,0.00%,0,0.00%
,,Old Forge SD,,,63,47,74.60%,47,74.60%,47,74.60%,0,0.00%,0,0.00%
,119357003,Riverside SD,2496,Riverside JSHS,101,65,64.36%,65,64.36%,68,67.33%,3,2.97%,0,0.00%
,,,9999,Riverside SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Riverside SD,,,103,65,63.11%,65,63.11%,68,66.02%,3,2.91%,0,0.00%
,119357402,Scranton SD,2489,West Scranton HS,273,106,38.83%,105,38.46%,127,46.52%,21,7.69%,1,0.37%
,,,6413,Scranton HS,381,185,48.56%,175,45.93%,187,49.08%,2,0.52%,10,2.62%
,,,9999,Scranton SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Scranton SD,,,658,291,44.22%,280,42.55%,314,47.72%,23,3.50%,11,1.67%
,119358403,Valley View SD,6775,Valley View HS,198,119,60.10%,119,60.10%,121,61.11%,2,1.01%,0,0.00%
,,Valley View SD,,,198,119,60.10%,119,60.10%,121,61.11%,2,1.01%,0,0.00%
Lackawanna,,,,,"1,925","1,142",59.32%,"1,126",58.49%,"1,181",61.35%,39,2.03%,16,0.83%
Lancaster,113361303,Cocalico SD,6290,Cocalico SHS,236,132,55.93%,124,52.54%,133,56.36%,1,0.42%,8,3.39%
,,,9999,Cocalico SD,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Cocalico SD,,,247,132,53.44%,124,50.20%,133,53.85%,1,0.40%,8,3.24%
,113361503,Columbia Borough SD,2515,Columbia HS,91,38,41.76%,32,35.16%,38,41.76%,0,0.00%,6,6.59%
,,,9999,Columbia Borough SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Columbia Borough SD,,,93,38,40.86%,32,34.41%,38,40.86%,0,0.00%,6,6.45%
,113361703,Conestoga Valley SD,2532,Conestoga Valley SHS,303,185,61.06%,185,61.06%,185,61.06%,0,0.00%,0,0.00%
,,,9999,Conestoga Valley SD,16,5,31.25%,5,31.25%,5,31.25%,0,0.00%,0,0.00%
,,Conestoga Valley SD,,,319,190,59.56%,190,59.56%,190,59.56%,0,0.00%,0,0.00%
,113362203,Donegal SD,2539,Donegal HS,227,110,48.46%,110,48.46%,112,49.34%,2,0.88%,0,0.00%
,,,9999,Donegal SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Donegal SD,,,233,110,47.21%,110,47.21%,112,48.07%,2,0.86%,0,0.00%
,113362303,Eastern Lancaster County SD,2554,Garden Spot SHS,221,101,45.70%,99,44.80%,105,47.51%,4,1.81%,2,0.90%
,,,9999,Eastern Lancaster County SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Eastern Lancaster County SD,,,225,101,44.89%,99,44.00%,105,46.67%,4,1.78%,2,0.89%
,113362403,Elizabethtown Area SD,2562,Elizabethtown Area SHS,301,186,61.79%,186,61.79%,191,63.46%,5,1.66%,0,0.00%
,,,9999,Elizabethtown Area SD,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Elizabethtown Area SD,,,309,186,60.19%,186,60.19%,191,61.81%,5,1.62%,0,0.00%
,113362603,Ephrata Area SD,6293,Ephrata SHS,302,156,51.66%,141,46.69%,165,54.64%,9,2.98%,15,4.97%
,,,9999,Ephrata Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Ephrata Area SD,,,303,156,51.49%,141,46.53%,165,54.46%,9,2.97%,15,4.95%
,113362940,La Academia Partnership CS,7538,La Academia Partnership CS,19,9,47.37%,9,47.37%,9,47.37%,0,0.00%,0,0.00%
,,La Academia Partnership CS,,,19,9,47.37%,9,47.37%,9,47.37%,0,0.00%,0,0.00%
,113363103,Hempfield SD,2578,Hempfield SHS,517,342,66.15%,342,66.15%,342,66.15%,0,0.00%,0,0.00%
,,,9999,Hempfield SD,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Hempfield SD,,,526,342,65.02%,342,65.02%,342,65.02%,0,0.00%,0,0.00%
,113363603,Lampeter-Strasburg SD,2607,Lampeter-Strasburg SHS,217,142,65.44%,126,58.06%,143,65.90%,1,0.46%,16,7.37%
,,,9999,Lampeter-Strasburg SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Lampeter-Strasburg SD,,,220,142,64.55%,126,57.27%,143,65.00%,1,0.45%,16,7.27%
,113364002,Lancaster SD,2596,McCaskey Campus,541,289,53.42%,272,50.28%,318,58.78%,29,5.36%,17,3.14%
,,,7922,Phoenix Academy,133,8,6.02%,7,5.26%,8,6.02%,0,0.00%,1,0.75%
,,,9999,Lancaster SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Lancaster SD,,,680,297,43.68%,279,41.03%,326,47.94%,29,4.26%,18,2.65%
,113364403,Manheim Central SD,2618,Manheim Central SHS,231,115,49.78%,107,46.32%,120,51.95%,5,2.16%,8,3.46%
,,,9999,Manheim Central SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Manheim Central SD,,,232,115,49.57%,107,46.12%,120,51.72%,5,2.16%,8,3.45%
,113364503,Manheim Township SD,2623,Manheim Twp HS,438,315,71.92%,299,68.26%,330,75.34%,15,3.42%,16,3.65%
,,,9999,Manheim Township SD,6,2,33.33%,2,33.33%,2,33.33%,0,0.00%,0,0.00%
,,Manheim Township SD,,,444,317,71.40%,301,67.79%,332,74.77%,15,3.38%,16,3.60%
,113365203,Penn Manor SD,2633,Penn Manor HS,402,230,57.21%,223,55.47%,240,59.70%,10,2.49%,7,1.74%
,,,9999,Penn Manor SD,6,2,33.33%,2,33.33%,2,33.33%,0,0.00%,0,0.00%
,,Penn Manor SD,,,408,232,56.86%,225,55.15%,242,59.31%,10,2.45%,7,1.72%
,113365303,Pequea Valley SD,2649,Pequea Valley HS,123,44,35.77%,38,30.89%,54,43.90%,10,8.13%,6,4.88%
,,,9999,Pequea Valley SD,6,1,16.67%,1,16.67%,1,16.67%,0,0.00%,0,0.00%
,,Pequea Valley SD,,,129,45,34.88%,39,30.23%,55,42.64%,10,7.75%,6,4.65%
,113367003,Solanco SD,2658,Solanco HS,236,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,9999,Solanco SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Solanco SD,,,239,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113369003,Warwick SD,2663,Warwick SHS,324,204,62.96%,179,55.25%,204,62.96%,0,0.00%,25,7.72%
,,Warwick SD,,,324,204,62.96%,179,55.25%,204,62.96%,0,0.00%,25,7.72%
Lancaster,,,,,"4,950","2,616",52.85%,"2,489",50.28%,"2,707",54.69%,91,1.84%,127,2.57%
Lawrence,104372003,Ellwood City Area SD,2675,Lincoln JSHS,107,71,66.36%,68,63.55%,73,68.22%,2,1.87%,3,2.80%
,,,9999,Ellwood City Area SD,6,1,16.67%,1,16.67%,1,16.67%,0,0.00%,0,0.00%
,,Ellwood City Area SD,,,113,72,63.72%,69,61.06%,74,65.49%,2,1.77%,3,2.65%
,104374003,Laurel SD,2680,Laurel HS,90,1,1.11%,1,1.11%,1,1.11%,0,0.00%,0,0.00%
,,,9999,Laurel SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Laurel SD,,,91,1,1.10%,1,1.10%,1,1.10%,0,0.00%,0,0.00%
,104374207,Lawrence County CTC,4940,Lawrence County CTC,123,22,17.89%,21,17.07%,23,18.70%,1,0.81%,1,0.81%
,,Lawrence County CTC,,,123,22,17.89%,21,17.07%,23,18.70%,1,0.81%,1,0.81%
,104375003,Mohawk Area SD,2686,Mohawk SHS,124,71,57.26%,67,54.03%,73,58.87%,2,1.61%,4,3.23%
,,Mohawk Area SD,,,124,71,57.26%,67,54.03%,73,58.87%,2,1.61%,4,3.23%
,104375203,Neshannock Township SD,2689,Neshannock JSHS,96,75,78.13%,74,77.08%,78,81.25%,3,3.13%,1,1.04%
,,Neshannock Township SD,,,96,75,78.13%,74,77.08%,78,81.25%,3,3.13%,1,1.04%
,104375302,New Castle Area SD,2704,New Castle SHS,159,87,54.72%,82,51.57%,91,57.23%,4,2.52%,5,3.14%
,,,9999,New Castle Area SD,25,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,New Castle Area SD,,,184,87,47.28%,82,44.57%,91,49.46%,4,2.17%,5,2.72%
,104376203,Shenango Area SD,2708,Shenango HS,78,56,71.79%,56,71.79%,66,84.62%,10,12.82%,0,0.00%
,,,9999,Shenango Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Shenango Area SD,,,80,56,70.00%,56,70.00%,66,82.50%,10,12.50%,0,0.00%
,104377003,Union Area SD,2712,Union Area HS,44,28,63.64%,28,63.64%,30,68.18%,2,4.55%,0,0.00%
,,,9999,Union Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Union Area SD,,,46,28,60.87%,28,60.87%,30,65.22%,2,4.35%,0,0.00%
,104378003,Wilmington Area SD,2721,Wilmington Area HS,74,53,71.62%,49,66.22%,55,74.32%,2,2.70%,4,5.41%
,,Wilmington Area SD,,,74,53,71.62%,49,66.22%,55,74.32%,2,2.70%,4,5.41%
Lawrence,,,,,931,465,49.95%,447,48.01%,491,52.74%,26,2.79%,18,1.93%
Lebanon,113380303,Annville-Cleona SD,2725,Annville Cleona HS,97,53,54.64%,53,54.64%,59,60.82%,6,6.19%,0,0.00%
,,Annville-Cleona SD,,,97,53,54.64%,53,54.64%,59,60.82%,6,6.19%,0,0.00%
,113381303,Cornwall-Lebanon SD,4800,Cedar Crest HS,372,192,51.61%,172,46.24%,193,51.88%,1,0.27%,20,5.38%
,,Cornwall-Lebanon SD,,,372,192,51.61%,172,46.24%,193,51.88%,1,0.27%,20,5.38%
,113382303,Eastern Lebanon County SD,2740,Eastern Lebanon Co SHS,168,85,50.60%,85,50.60%,85,50.60%,0,0.00%,0,0.00%
,,,9999,Eastern Lebanon County SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Eastern Lebanon County SD,,,170,85,50.00%,85,50.00%,85,50.00%,0,0.00%,0,0.00%
,113384603,Lebanon SD,5155,Lebanon SHS,290,101,34.83%,99,34.14%,103,35.52%,2,0.69%,2,0.69%
,,,9999,Lebanon SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Lebanon SD,,,293,101,34.47%,99,33.79%,103,35.15%,2,0.68%,2,0.68%
,113385003,Northern Lebanon SD,2760,Northern Lebanon SHS,150,65,43.33%,65,43.33%,66,44.00%,1,0.67%,0,0.00%
,,,9999,Northern Lebanon SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Northern Lebanon SD,,,155,65,41.94%,65,41.94%,66,42.58%,1,0.65%,0,0.00%
,113385303,Palmyra Area SD,2766,Palmyra Area SHS,273,179,65.57%,178,65.20%,179,65.57%,0,0.00%,1,0.37%
,,,9999,Palmyra Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Palmyra Area SD,,,276,179,64.86%,178,64.49%,179,64.86%,0,0.00%,1,0.36%
Lebanon,,,,,"1,363",675,49.52%,652,47.84%,685,50.26%,10,0.73%,23,1.69%
Lehigh,121390302,Allentown City SD,2794,William Allen HS,568,274,48.24%,267,47.01%,289,50.88%,15,2.64%,7,1.23%
,,,2795,Louis E Dieruff HS,413,184,44.55%,182,44.07%,205,49.64%,21,5.08%,2,0.48%
